종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
20,동화약품,KOSPI,,13800,-250,-1.78,14000,14050,13700,299479,4136594600,3.85454E+11,27931470
40,KR모터스,KOSPI,,972,-1,-0.1,974,988,968,192049,187087965,93445521696,96137368
50,경방,KOSPI,,13750,50,0.36,13700,13800,13650,4537,62183850,3.7696E+11,27415270
60,메리츠화재,KOSPI,,29050,100,0.35,28900,29400,28650,148517,4340109550,3.50416E+12,120625000
70,삼양홀딩스,KOSPI,,103500,0,0,103000,105000,102500,15981,1654671000,8.86402E+11,8564271
75,삼양홀딩스우,KOSPI,,69900,-200,-0.29,70800,70800,69000,218,15228700,21253654200,304058
80,하이트진로,KOSPI,,33550,700,2.13,32900,34000,32900,242559,8152268100,2.35298E+12,70133611
87,하이트진로2우B,KOSPI,,19900,100,0.51,19800,20100,19700,1694,33712950,22489746200,1130138
100,유한양행,KOSPI,,59800,1000,1.7,58800,60100,58800,115877,6915624700,4.18438E+12,69972959
105,유한양행우,KOSPI,,58500,200,0.34,58500,58500,58000,965,56291100,69084990000,1180940
120,CJ대한통운,KOSPI,,136500,500,0.37,136000,138500,135500,16378,2238715000,3.11388E+12,22812344
140,하이트진로홀딩스,KOSPI,,13800,150,1.1,13700,13900,13650,14828,204414300,3.20253E+11,23206765
145,하이트진로홀딩스우,KOSPI,,16250,150,0.93,16350,16350,16150,51,829300,7650662500,470810
150,두산,KOSPI,,133000,-9500,-6.67,141000,144000,131000,172581,23181138500,2.19767E+12,16523835
155,두산우,KOSPI,,82000,-2600,-3.07,84600,85700,81500,8019,661821700,3.2771E+11,3996462
157,두산2우B,KOSPI,,117500,-3500,-2.89,121500,122000,116000,2955,347586500,1.04932E+11,893038
180,성창기업지주,KOSPI,,2450,-25,-1.01,2475,2480,2410,156121,380637230,1.70891E+11,69751600
210,DL,KOSPI,,61400,-100,-0.16,61700,62100,60800,59791,3674429400,1.28669E+12,20955884
215,DL우,KOSPI,,37900,-300,-0.79,38700,38700,37400,4184,157497100,63903758500,1686115
220,유유제약,KOSPI,,6890,60,0.88,6830,6890,6770,111468,761901240,1.18731E+11,17232351
