종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
20,동화약품,KOSPI,,14900,50,0.34,16050,16150,14850,1410877,21797610700,4.16179E+11,27931470
40,KR모터스,KOSPI,,988,-9,-0.9,997,999,977,249899,246646644,94983719584,96137368
50,경방,KOSPI,,13850,150,1.09,13700,13850,13550,11718,160878000,3.79701E+11,27415270
60,메리츠화재,KOSPI,,30000,450,1.52,29600,30100,29600,156890,4691915100,3.61875E+12,120625000
70,삼양홀딩스,KOSPI,,103500,-2000,-1.9,105500,105500,102000,29318,3026805000,8.86402E+11,8564271
75,삼양홀딩스우,KOSPI,,67700,-200,-0.29,68500,68500,67700,262,17756800,20584726600,304058
80,하이트진로,KOSPI,,34800,1350,4.04,33800,34800,33750,446366,15342115300,2.44065E+12,70133611
87,하이트진로2우B,KOSPI,,20750,300,1.47,20450,20750,20350,1279,26357500,23450363500,1130138
100,유한양행,KOSPI,,60200,-400,-0.66,60200,60700,59900,127198,7657489500,4.21237E+12,69972959
105,유한양행우,KOSPI,,58500,-500,-0.85,58900,58900,58500,439,25694500,69084990000,1180940
120,CJ대한통운,KOSPI,,143500,-1000,-0.69,145000,145000,142000,29202,4176805500,3.27357E+12,22812344
140,하이트진로홀딩스,KOSPI,,14650,300,2.09,14350,14650,14300,8567,124405050,3.39979E+11,23206765
145,하이트진로홀딩스우,KOSPI,,17400,0,0,17400,17400,17050,220,3785950,8192094000,470810
150,두산,KOSPI,,132500,-1000,-0.75,133000,134500,125500,113569,14799326500,2.18941E+12,16523835
155,두산우,KOSPI,,83400,500,0.6,83400,83400,80400,5883,483003000,3.33305E+11,3996462
157,두산2우B,KOSPI,,130000,-2500,-1.89,133000,133500,127000,3704,478046500,1.16095E+11,893038
180,성창기업지주,KOSPI,,2595,70,2.77,2510,2600,2490,155963,397835955,1.81005E+11,69751600
210,DL,KOSPI,,65100,1200,1.88,63900,65300,63100,91969,5905964300,1.36423E+12,20955884
215,DL우,KOSPI,,41000,1100,2.76,40100,41000,39450,1923,76514450,69130715000,1686115
220,유유제약,KOSPI,,7110,-190,-2.6,7250,7270,7050,117518,835342150,1.22522E+11,17232351
225,유유제약1우,KOSPI,,9760,-200,-2.01,9960,10050,9750,10015,98297340,22125236800,2266930
227,유유제약2우B,KOSPI,,21750,-450,-2.03,22500,22500,21700,468,10189500,7080930000,325560
230,일동홀딩스,KOSPI,,13250,-150,-1.12,13450,13500,12850,11607,153264850,1.5291E+11,11540400
240,한국앤컴퍼니,KOSPI,,17600,300,1.73,17300,17900,17050,207873,3652599150,1.67086E+12,94935240
250,삼천당제약,KOSDAQ,우량기업부,48600,-1800,-3.57,50200,50500,47700,166606,8091671400,1.10653E+12,22768041
270,기아,KOSPI,,88100,100,0.11,89000,89000,88000,1519360,1.34381E+11,3.57125E+13,405363347
300,대유플러스,KOSPI,,1560,105,7.22,1460,1565,1415,10879553,16574513250,1.88758E+11,120998774
320,노루홀딩스,KOSPI,,12950,550,4.44,12400,12950,12350,48814,619661150,1.7212E+11,13291151
325,노루홀딩스우,KOSPI,,50000,2000,4.17,46000,52000,43500,15908,752816100,9262500000,185250
370,한화손해보험,KOSPI,,4360,65,1.51,4295,4365,4240,209750,902433650,5.08982E+11,116738915
390,삼화페인트,KOSPI,,10250,620,6.44,9600,10400,9550,185324,1868668870,2.78836E+11,27203469
400,롯데손해보험,KOSPI,,1855,10,0.54,1870,1870,1845,177588,329619710,5.75674E+11,310336320
430,대원강업,KOSPI,,4100,30,0.74,4030,4105,4000,185268,748452525,2.542E+11,62000000
440,중앙에너비스,KOSDAQ,중견기업부,18800,1000,5.62,18250,18800,17950,70878,1312067000,1.1707E+11,6227130
480,조선내화,KOSPI,,88100,100,0.11,88000,88100,87500,822,72319100,3.524E+11,4000000
490,대동,KOSPI,,10300,410,4.15,9990,10400,9900,225711,2301408590,2.44401E+11,23728210
500,가온전선,KOSPI,,27750,500,1.83,27400,28100,27200,9496,261734550,1.1545E+11,4160347
520,삼일제약,KOSPI,,8000,0,0,7990,8050,7970,37199,297749850,1.08298E+11,13537283
540,흥국화재,KOSPI,,3900,-55,-1.39,3905,3950,3845,49076,190412030,2.50546E+11,64242645
545,흥국화재우,KOSPI,,8490,-80,-0.93,8510,8510,8410,2547,21573940,6520320000,768000
547,흥국화재2우B,KOSPI,,27500,-300,-1.08,27950,27950,27450,271,7465150,4224000000,153600
590,CS홀딩스,KOSPI,,63700,-600,-0.93,64200,64200,62600,1189,75456900,73540503400,1154482
640,동아쏘시오홀딩스,KOSPI,,105500,-2500,-2.31,108000,108000,104500,13030,1375217500,6.69662E+11,6347506
650,천일고속,KOSPI,,68400,-400,-0.58,68600,68600,67900,508,34603600,97758648000,1429220
660,SK하이닉스,KOSPI,,107500,500,0.47,107000,108000,104000,2212348,2.34662E+11,7.82603E+13,728002365
670,영풍,KOSPI,,686000,2000,0.29,676000,699000,672000,835,571245000,1.26364E+12,1842040
680,LS네트웍스,KOSPI,,3340,80,2.45,3225,3385,3170,221478,726062200,2.63202E+11,78803016
700,유수홀딩스,KOSPI,,5850,0,0,5800,5910,5770,20939,122197280,1.52345E+11,26041812
720,현대건설,KOSPI,,51000,400,0.79,50900,51000,50000,302972,15352033500,5.67914E+12,111355765
725,현대건설우,KOSPI,,81000,-5100,-5.92,83800,83800,80000,59711,4826572200,85430133000,1054693
760,이화산업,KOSPI,,16400,-150,-0.91,16250,16450,16100,1449,23396950,45920000000,2800000
810,삼성화재,KOSPI,,227500,2500,1.11,223500,230000,220500,66415,14951217000,1.07778E+13,47374837
815,삼성화재우,KOSPI,,174000,0,0,172500,174000,172000,5476,947061000,5.55408E+11,3192000
850,화천기공,KOSPI,,35250,100,0.28,35000,35250,34750,3147,109925000,77550000000,2200000
860,강남제비스코,KOSPI,,24750,500,2.06,24350,24900,24050,14210,348545900,1.60875E+11,6500000
880,한화,KOSPI,,32450,0,0,32600,32700,32150,205941,6677905000,2.43241E+12,74958735
885,한화우,KOSPI,,37950,-350,-0.91,38300,38300,37800,309,11711350,18189207300,479294
890,보해양조,KOSPI,,953,-3,-0.31,962,962,932,820740,778831130,1.31528E+11,138014479
910,유니온,KOSPI,,8730,40,0.46,8520,8820,8280,4502991,38742295380,1.36289E+11,15611619
950,전방,KOSPI,,39800,-450,-1.12,39800,40250,39600,1625,64752450,66864000000,1680000
970,한국주철관,KOSPI,,9620,30,0.31,9650,9650,9490,56503,540698620,2.19341E+11,22800500
990,DB하이텍,KOSPI,,58400,-700,-1.18,59200,59400,57600,550616,32245804000,2.59288E+12,44398588
995,DB하이텍1우,KOSPI,,99000,0,0,102500,102500,99000,409,41067600,11119284000,112316
