종목코드,종목명,시장구분,소속부,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
20,동화약품,KOSPI,,14550,650,4.68,14050,14600,14000,391045,5625059550,4.06403E+11,27931470
40,KR모터스,KOSPI,,985,4,0.41,981,991,965,215719,211797362,94695307480,96137368
50,경방,KOSPI,,13800,0,0,13900,13900,13650,7348,100823400,3.78331E+11,27415270
60,메리츠화재,KOSPI,,29200,0,0,29050,29700,28850,251690,7368957650,3.52225E+12,120625000
70,삼양홀딩스,KOSPI,,101500,1000,1,101000,102500,99600,12439,1259527100,8.69274E+11,8564271
75,삼양홀딩스우,KOSPI,,68800,1000,1.47,68900,68900,68000,95,6529300,20919190400,304058
80,하이트진로,KOSPI,,34350,400,1.18,34150,34450,33800,239690,8201462800,2.40909E+12,70133611
87,하이트진로2우B,KOSPI,,20250,50,0.25,20250,20300,20100,1306,26415550,22885294500,1130138
100,유한양행,KOSPI,,60200,1100,1.86,59300,60400,59200,116602,6991882900,4.21237E+12,69972959
105,유한양행우,KOSPI,,58700,300,0.51,58500,58700,58300,1332,77850500,69321178000,1180940
120,CJ대한통운,KOSPI,,140000,1000,0.72,140000,140500,138000,19222,2681923000,3.19373E+12,22812344
140,하이트진로홀딩스,KOSPI,,14250,-50,-0.35,14300,14400,14050,24160,343416950,3.30696E+11,23206765
145,하이트진로홀딩스우,KOSPI,,16550,200,1.22,16500,16550,16400,609,10003800,7791905500,470810
150,두산,KOSPI,,137500,-1000,-0.72,141500,148000,135500,133783,18732222000,2.27203E+12,16523835
155,두산우,KOSPI,,84700,-100,-0.12,85300,86500,83600,5249,445922100,3.385E+11,3996462
157,두산2우B,KOSPI,,126500,-1000,-0.78,129000,130000,125500,2932,373231500,1.12969E+11,893038
180,성창기업지주,KOSPI,,2525,10,0.4,2550,2555,2510,93857,237640720,1.76123E+11,69751600
210,DL,KOSPI,,64800,500,0.78,65000,65100,64200,42811,2763959000,1.35794E+12,20955884
215,DL우,KOSPI,,39350,200,0.51,38950,39650,38900,1260,49373000,66348625250,1686115
220,유유제약,KOSPI,,7150,140,2,7130,7210,7020,69318,494048010,1.23211E+11,17232351
225,유유제약1우,KOSPI,,9560,200,2.14,9400,9600,9300,5203,49451990,21671850800,2266930
227,유유제약2우B,KOSPI,,20050,-650,-3.14,21000,21000,20050,703,14343750,6527478000,325560
230,일동홀딩스,KOSPI,,14000,450,3.32,13600,14300,13500,43663,609841700,1.61566E+11,11540400
240,한국앤컴퍼니,KOSPI,,17350,250,1.46,16950,17400,16950,75794,1302318850,1.64713E+12,94935240
