종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률,,2017
325,노루홀딩스우 ,21050,100,0.48,,,,,455,2.16,,
370,한화손해보험 ,7980,20,0.25,1204,6.63,9541,0.84,100,1.25,,
390,삼화페인트 ,7850,120,1.55,639,12.28,11620,0.68,300,3.82,,
400,롯데손해보험 ,3135,-40,-1.26,218,14.38,3734,0.84,10,0.32,,
430,대원강업 ,4325,30,0.7,619,6.99,7243,0.6,125,2.89,,
440,중앙에너비스 ,31750,300,0.95,1135,27.97,37029,0.86,800,2.52,,
480,조선내화 ,88200,200,0.23,4170,21.15,135716,0.65,3500,3.97,,
490,대동공업 ,7910,30,0.38,,,8849,0.89,40,0.51,,
500,가온전선 ,23650,100,0.42,975,24.26,63319,0.37,600,2.54,,
520,삼일제약 ,8480,310,3.79,174,48.74,9613,0.88,150,1.77,,
540,흥국화재 ,5850,-120,-2.01,484,12.09,8475,0.69,0,0,,
545,흥국화재우 ,7590,260,3.55,,,,,0,0,,
547,흥국화재2우B ,28000,-950,-3.28,,,,,0,0,,
590,CS홀딩스 ,83400,-1100,-1.3,8045,10.37,185295,0.45,500,0.6,,
640,동아쏘시오홀딩스 ,131500,2500,1.94,29311,4.49,144762,0.91,1000,0.76,,
650,천일고속 ,95200,-300,-0.31,1751,54.37,27186,3.5,8000,8.4,,
660,SK하이닉스 ,82000,-400,-0.49,4184,19.6,32990,2.49,600,0.73,,
670,영풍 ,1049000,-23000,-2.15,94384,11.11,1478326,0.71,10000,0.95,,
680,LS네트웍스 ,2925,5,0.17,,,7650,0.38,0,0,,
700,유수홀딩스 ,6710,80,1.21,312,21.51,8024,0.84,50,0.75,,
720,현대건설 ,39650,-450,-1.12,4403,9.01,56944,0.7,500,1.26,,
725,현대건설우 ,52700,300,0.57,,,,,550,1.04,,
760,이화산업 ,17200,-100,-0.58,95,181.05,39405,0.44,0,0,,
810,삼성화재 ,268500,-3000,-1.1,20175,13.31,217351,1.24,6100,2.27,,
815,삼성화재우 ,180000,-1500,-0.83,,,,,6105,3.39,,
850,화천기공 ,54200,0,0,3251,16.67,123374,0.44,1250,2.31,,
860,강남제비스코 ,37000,0,0,5335,6.94,71406,0.52,500,1.35,,
880,한화 ,44000,-100,-0.23,6848,6.43,45022,0.98,600,1.36,,
885,한화우 ,23450,-100,-0.42,,,,,650,2.77,,
890,보해양조 ,1080,-5,-0.46,,,1037,1.04,0,0,,
910,유니온 ,3935,-35,-0.88,9,437.22,8007,0.49,70,1.78,,
950,전방 ,21150,100,0.48,,,96215,0.22,0,0,,
970,한국주철관 ,10150,50,0.5,1135,8.94,10868,0.93,200,1.97,,
990,동부하이텍 ,14550,-150,-1.02,2042,7.13,7682,1.89,0,0,,
995,동부하이텍1우 ,38550,400,1.05,,,,,0,0,,
1000,신라섬유 ,2380,25,1.06,11,216.36,563,4.23,0,0,,
1020,페이퍼코리아 ,1765,-15,-0.84,,,4444,0.4,0,0,,
1040,CJ ,197500,1000,0.51,7837,25.2,118834,1.66,1350,0.68,,
1045,CJ우 ,85700,1500,1.78,,,,,1400,1.63,,
1060,JW중외제약 ,47200,-650,-1.36,,,13073,3.61,250,0.53,,
1065,JW중외제약우 ,29150,-600,-2.02,,,,,275,0.94,,
1067,JW중외제약2우B ,48700,-1300,-2.6,,,,,250,0.51,,
1070,대한방직 ,79400,200,0.25,,,169005,0.47,0,0,,
1080,만호제강 ,18050,0,0,1279,14.11,54548,0.33,0,0,,
1120,LG상사 ,29400,-1600,-5.16,1504,19.55,32221,0.91,250,0.85,,
1130,대한제분 ,171500,500,0.29,16283,10.53,391655,0.44,2000,1.17,,
1140,국보 ,9460,-240,-2.47,,,12266,0.77,0,0,,
1200,유진투자증권 ,2980,-30,-1,475,6.27,6859,0.43,0,0,,
1210,금호전기 ,8140,40,0.49,,,14788,0.55,0,0,,
1230,동국제강 ,10850,-250,-2.25,656,16.54,22842,0.48,150,1.38,,
1250,GS글로벌 ,3190,-95,-2.89,290,11,3787,0.84,0,0,,
1260,남광토건 ,6550,0,0,,,4150,1.58,0,0,,
1270,부국증권 ,27750,150,0.54,2815,9.86,34182,0.81,1200,4.32,,
1275,부국증권우 ,24150,150,0.63,,,,,1250,5.18,,
1290,골든브릿지증권 ,1380,0,0,,,2220,0.62,0,0,,
1340,백광산업 ,2580,5,0.19,61,42.3,2682,0.96,0,0,,
1360,삼성제약 ,3820,-100,-2.55,,,2074,1.84,0,0,,
1380,SG충방 ,4740,0,0,,,2820,1.68,0,0,,
1390,KG케미칼 ,18550,900,5.1,1175,15.79,17950,1.03,350,1.89,,
1420,태원물산 ,3520,40,1.15,195,18.05,4271,0.82,100,2.84,,
1430,세아베스틸 ,32000,450,1.43,2492,12.84,48457,0.66,800,2.5,,
1440,대한전선 ,1215,-5,-0.41,,,368,3.3,0,0,,
1450,현대해상 ,44500,-400,-0.89,5140,8.66,31859,1.4,1350,3.03,,
1460,BYC ,322500,-500,-0.15,27784,11.61,468849,0.69,800,0.25,,
1465,BYC우 ,168500,-500,-0.3,,,,,850,0.5,,
1470,삼부토건 ,8840,-160,-1.78,49729,0.18,22451,0.39,0,0,,
1500,현대차투자증권 ,11400,50,0.44,1356,8.41,27822,0.41,400,3.51,,
1510,SK증권 ,1210,-5,-0.41,36,33.61,1281,0.94,0,0,,
1515,SK증권우 ,4230,75,1.81,,,,,0,0,,
1520,동양 ,2075,-40,-1.89,111,18.69,3599,0.58,50,2.41,,
1525,동양우 ,11250,0,0,,,,,100,0.89,,
1527,동양2우B ,12800,200,1.59,,,,,150,1.17,,
1529,동양3우B ,26400,450,1.73,,,,,150,0.57,,
1530,동일방직 ,54300,-500,-0.91,,,212427,0.26,500,0.92,,
1540,안국약품 ,12150,150,1.25,150,81,10036,1.21,220,1.81,,
1550,조비 ,12250,-100,-0.81,213,57.51,8562,1.43,0,0,,
1560,제일연마 ,5800,20,0.35,622,9.32,7028,0.83,160,2.76,,
1570,금양 ,2550,65,2.62,,,858,2.97,0,0,,
1620,동국실업 ,1355,45,3.44,483,2.81,5734,0.24,0,0,,
1630,종근당홀딩스 ,72000,600,0.84,6630,10.86,71928,1,1400,1.94,,
1680,대상 ,24300,-50,-0.21,1794,13.55,23549,1.03,400,1.65,,
1685,대상우 ,12900,0,0,,,,,410,3.18,,
1720,신영증권 ,60900,500,0.83,6601,9.23,65617,0.93,2450,4.02,,
1725,신영증권우 ,56300,100,0.18,,,,,2500,4.44,,
1740,SK네트웍스 ,6410,-100,-1.54,,,9778,0.66,100,1.56,,
1745,SK네트웍스우 ,57400,-400,-0.69,,,,,125,0.22,,
1750,한양증권 ,8080,30,0.37,529,15.27,20241,0.4,350,4.33,,
1755,한양증권우 ,10050,100,1.01,,,,,400,3.98,,
1770,신화실업 ,17250,0,0,474,36.39,32387,0.53,250,1.45,,
1780,알루코 ,3640,-15,-0.41,320,11.38,2691,1.35,50,1.37,,
1790,대한제당 ,27000,150,0.56,2747,9.83,46740,0.58,650,2.41,,
1795,대한제당우 ,14250,0,0,,,,,675,4.74,,
1799,대한제당3우B ,25650,-550,-2.1,,,,,675,2.63,,
1800,오리온홀딩스 ,28900,700,2.48,2868,10.08,16980,1.7,600,2.08,,
1810,무림SP ,2985,-65,-2.13,117,25.51,8266,0.36,30,1.01,,
1820,삼화콘덴서 ,28100,750,2.74,546,51.47,5057,5.56,50,0.18,,
1840,이화공영 ,5150,180,3.62,71,72.54,2129,2.42,35,0.68,,
1880,삼호 ,16500,300,1.85,4935,3.34,17020,0.97,0,0,,
1940,KISCO홀딩스 ,78900,-600,-0.75,14995,5.26,202798,0.39,900,1.14,,
2000,한국유리 ,31800,500,1.6,2415,13.17,53899,0.59,775,2.44,,
2005,한국유리우 ,25450,0,0,,,,,825,3.24,,
2020,코오롱 ,66300,-2400,-3.49,1553,42.69,45691,1.45,500,0.75,,
2025,코오롱우 ,33200,-1150,-3.35,,,,,550,1.66,,
2030,아세아 ,112000,3000,2.75,18309,6.12,296531,0.38,1500,1.34,,
2070,남영비비안 ,7490,30,0.4,,,20610,0.36,200,2.67,,
2100,경농 ,6220,60,0.97,365,17.04,7896,0.79,265,4.26,,
2140,고려산업 ,2940,-20,-0.68,288,10.21,3345,0.88,30,1.02,,
2150,도화엔지니어링 ,5110,10,0.2,38,134.47,6704,0.76,170,3.33,,
2170,삼양통상 ,46000,0,0,7618,6.04,83299,0.55,750,1.63,,
2200,수출포장 ,16300,250,1.56,,,56026,0.29,500,3.07,,
2210,동성제약 ,4490,380,9.25,,,2483,1.81,0,0,,
2220,한일철강 ,25600,250,0.99,2964,8.64,75549,0.34,350,1.37,,
2230,피에스텍 ,5260,20,0.38,241,21.83,6980,0.75,75,1.43,,
2240,고려제강 ,37000,350,0.95,2280,16.23,77765,0.48,350,0.95,,
2250,알보젠코리아 ,28800,0,0,732,39.34,16723,1.72,0,0,,
2270,롯데푸드 ,577000,-1000,-0.17,41363,13.95,670221,0.86,6000,1.04,,
2290,삼일기업공사 ,3075,-20,-0.65,55,55.91,4256,0.72,90,2.93,,
2300,한국제지 ,26200,-50,-0.19,3658,7.16,99905,0.26,600,2.29,,
2310,아세아제지 ,19400,0,0,2321,8.36,51473,0.38,500,2.58,,
2320,한진 ,31000,200,0.65,3352,9.25,63079,0.49,400,1.29,,
2350,넥센타이어 ,12650,-150,-1.17,1713,7.38,11594,1.09,100,0.79,,
2355,넥센타이어1우B ,6000,-90,-1.48,,,,,105,1.75,,
2360,SH에너지화학 ,1475,-20,-1.34,162,9.1,920,1.6,55,3.73,,
2380,KCC ,405000,-2500,-0.61,15491,26.14,564197,0.72,9000,2.22,,
2390,한독 ,28700,0,0,,,22302,1.29,125,0.44,,
2410,범양건영 ,12100,0,0,,,8958,1.35,0,0,,
2420,세기상사 ,71000,200,0.28,,,59155,1.2,0,0,,
2450,삼익악기 ,2195,50,2.33,80,27.44,2670,0.82,50,2.28,,
2460,화성산업 ,16000,-50,-0.31,2780,5.76,25103,0.64,680,4.25,,
2600,조흥 ,305500,18000,6.26,13533,22.57,188612,1.62,5000,1.64,,
2620,제일파마홀딩스 ,46000,1650,3.72,700,65.71,18939,2.43,70,0.15,,
2630,오리엔트바이오 ,1245,-20,-1.58,,,436,2.86,0,0,,
2680,한탑 ,1950,15,0.78,41,47.56,2277,0.86,0,0,,
2690,동일제강 ,3660,5,0.14,317,11.55,8734,0.42,20,0.55,,
2700,신일산업 ,1360,-10,-0.73,55,24.73,699,1.95,15,1.1,,
2710,TCC동양 ,2185,5,0.23,807,2.71,4610,0.47,0,0,,
2720,국제약품 ,4735,-65,-1.35,46,102.93,3883,1.22,10,0.21,,
2760,보락 ,1000,-5,-0.5,51,19.61,715,1.4,14,1.4,,
2780,진흥기업 ,1965,5,0.26,,,,,0,0,,
2785,진흥기업우B ,4040,5,0.12,,,,,0,0,,
2787,진흥기업2우B ,9320,230,2.53,,,,,0,0,,
2790,아모레G ,151000,-2500,-1.63,4240,35.61,31869,4.74,460,0.3,,
2795,아모레G우 ,67300,-100,-0.15,,,,,465,0.69,,
2800,신신제약 ,8070,120,1.51,388,20.8,2912,2.77,34,0.42,,
2810,삼영무역 ,18150,0,0,1518,11.96,17372,1.04,275,1.52,,
2820,선창산업 ,7980,10,0.13,708,11.27,22020,0.36,205,2.57,,
2840,미원상사 ,223000,1000,0.45,25254,8.83,208257,1.07,0,0,,
2870,신풍제지 ,960,-2,-0.21,48,20,1184,0.81,0,0,,
2880,대유에이텍 ,1115,-10,-0.89,,,1095,1.02,15,1.35,,
2900,동양물산 ,1830,-55,-2.92,56,32.68,2029,0.9,10,0.55,,
2920,유성기업 ,3740,20,0.54,342,10.94,10108,0.37,120,3.21,,
2960,한국쉘석유 ,397000,1500,0.38,20956,18.94,74861,5.3,19000,4.79,,
2990,금호산업 ,9400,20,0.21,1021,9.21,8797,1.07,300,3.19,,
2995,금호산업우 ,19150,50,0.26,,,,,350,1.83,,
3000,부광약품 ,23800,-100,-0.42,371,64.15,4824,4.93,500,2.1,,
3010,혜인 ,3800,20,0.53,84,45.24,7921,0.48,40,1.05,,
3030,세아제강 ,91500,100,0.11,11201,8.17,209928,0.44,1750,1.91,,
3060,에이프로젠제약 ,4045,-85,-2.06,,,994,4.07,0,0,,
3070,코오롱글로벌 ,9910,-90,-0.9,367,27,20573,0.48,150,1.51,,
3075,코오롱글로벌우 ,27000,-700,-2.53,,,,,350,1.3,,
3080,성보화학 ,6360,-20,-0.31,3748,1.7,8019,0.79,440,6.92,,
3090,대웅 ,16800,1200,7.69,462,36.36,8382,2,100,0.6,,
3100,선광 ,20650,100,0.49,3221,6.41,45309,0.46,400,1.94,,
3120,일성신약 ,140500,500,0.36,2245,62.58,120339,1.17,750,0.53,,
3160,디아이 ,5700,130,2.33,35,162.86,3552,1.6,50,0.88,,
3200,일신방직 ,117000,0,0,8484,13.79,282207,0.41,2800,2.39,,
3220,대원제약 ,19100,150,0.79,1126,16.96,8868,2.15,260,1.36,,
3230,삼양식품 ,60500,2800,4.85,2431,24.89,23269,2.6,150,0.25,,
3240,태광산업 ,1240000,0,0,16987,73,2283683,0.54,1750,0.14,,
3280,흥아해운 ,1200,5,0.42,,,1507,0.8,5,0.42,,
3300,한일시멘트 ,147500,8500,6.12,11653,12.66,196749,0.75,1600,1.08,,
3310,대주산업 ,2330,0,0,55,42.36,1370,1.7,25,1.07,,
3350,한국화장품제조 ,43150,-650,-1.48,2653,16.26,9711,4.44,100,0.23,,
3380,제일홀딩스 ,15700,850,5.72,3473,4.52,16058,0.98,0,0,,
3410,쌍용양회 ,19800,1050,5.6,2023,9.79,18136,1.09,160,0.81,,
3415,쌍용양회우 ,17400,550,3.26,,,,,210,1.21,,
3460,유화증권 ,17000,0,0,592,28.72,30841,0.55,850,5,,
3465,유화증권우 ,15900,-50,-0.31,,,,,900,5.66,,
3470,유안타증권 ,3290,-35,-1.05,152,21.64,4860,0.68,0,0,,
3475,유안타증권우 ,2370,0,0,,,,,0,0,,
3480,한진중공업홀딩스 ,4565,10,0.22,,,14433,0.32,0,0,,
3490,대한항공 ,30500,100,0.33,,,22384,1.36,0,0,,
3495,대한항공우 ,14650,50,0.34,,,,,0,0,,
3520,영진약품 ,9310,-320,-3.32,24,387.92,598,15.57,0,0,,
3530,한화투자증권 ,2785,-15,-0.54,,,4589,0.61,0,0,,
3535,한화투자증권우 ,2875,65,2.31,,,,,0,0,,
3540,대신증권 ,13550,-100,-0.73,1027,13.19,20490,0.66,550,4.06,,
3545,대신증권우 ,9530,-20,-0.21,,,,,600,6.3,,
3547,대신증권2우B ,8940,0,0,,,,,550,6.15,,
3550,LG ,88900,1200,1.37,6114,14.54,78889,1.13,1300,1.46,,
3555,LG우 ,51300,-100,-0.19,,,,,1350,2.63,,
3560,IHQ ,2210,10,0.45,31,71.29,1533,1.44,0,0,,
3570,S&T중공업 ,8570,40,0.47,,,20125,0.43,0,0,,
3580,동원 ,3880,-90,-2.27,,,3402,1.14,0,0,,
3610,방림 ,20500,50,0.24,1242,16.51,43130,0.48,380,1.85,,
3620,쌍용차 ,5340,0,0,423,12.62,5923,0.9,0,0,,
3650,미창석유 ,86700,0,0,17831,4.86,140166,0.62,2200,2.54,,
3670,포스코켐텍 ,31200,-100,-0.32,740,42.16,9523,3.28,300,0.96,,
3680,한성기업 ,6900,110,1.62,,,9684,0.71,0,0,,
3690,코리안리 ,11000,-150,-1.35,1304,8.44,17543,0.63,325,2.95,,
3720,삼영화학 ,1100,10,0.92,,,2376,0.46,0,0,,
3780,진양산업 ,3150,95,3.11,103,30.58,2726,1.16,175,5.56,,
3800,에이스침대 ,179600,-100,-0.06,15827,11.35,167162,1.07,3300,1.84,,
3830,대한화섬 ,119500,-1000,-0.83,13654,8.75,301473,0.4,0,0,,
3850,보령제약 ,42900,-750,-1.72,656,65.4,22118,1.94,200,0.47,,
3920,남양유업 ,695000,-9000,-1.28,43914,15.83,1002965,0.69,1000,0.14,,
3925,남양유업우 ,234500,1000,0.43,,,,,1050,0.45,,
3960,사조대림 ,23150,200,0.87,1147,20.18,30659,0.76,100,0.43,,
4000,롯데정밀화학 ,46100,600,1.32,,,43088,1.07,300,0.65,,
4020,현대제철 ,57300,-500,-0.87,6253,9.16,120427,0.48,750,1.31,,
4060,SG세계물산 ,971,-1,-0.1,,,987,0.98,0,0,,
4080,신흥 ,11300,50,0.44,121,93.39,8815,1.28,200,1.77,,
4090,한국석유 ,101500,0,0,18349,5.53,212575,0.48,1500,1.48,,
4100,태양금속 ,2030,0,0,268,7.57,2680,0.76,20,0.99,,
4105,태양금속우 ,3830,5,0.13,,,,,25,0.65,,
4130,대덕GDS ,21800,350,1.63,437,49.89,20058,1.09,300,1.38,,
4135,대덕GDS우 ,9180,10,0.11,,,,,305,3.32,,
4140,동방 ,1775,-5,-0.28,639,2.78,3274,0.54,10,0.56,,
4150,한솔홀딩스 ,5980,-90,-1.48,,,11303,0.53,0,0,,
4170,신세계 ,249500,-3500,-1.38,23091,10.81,328499,0.76,1250,0.5,,
4200,고려개발 ,5690,-90,-1.56,,,994,5.72,0,0,,
4250,NPC ,6000,10,0.17,966,6.21,5845,1.03,80,1.33,,
4255,NPC우 ,2935,10,0.34,,,,,85,2.9,,
4270,남성 ,2220,10,0.45,63,35.24,2045,1.09,25,1.13,,
4310,현대약품 ,3860,45,1.18,51,75.69,3477,1.11,47,1.22,,
4360,세방 ,13550,-100,-0.73,1827,7.42,32548,0.42,175,1.29,,
4365,세방우 ,7710,10,0.13,,,,,180,2.33,,
4370,농심 ,339500,-7500,-2.16,34464,9.85,294260,1.15,4000,1.18,,
4380,삼익THK ,18800,150,0.8,799,23.53,7608,2.47,330,1.76,,
4410,서울식품 ,315,-2,-0.63,1,315,79,3.99,0,0,,
4415,서울식품우 ,7900,80,1.02,,,,,0,0,,
4430,송원산업 ,22150,300,1.37,1802,12.29,14851,1.49,140,0.63,,
4440,대림씨엔에스 ,12800,0,0,3052,4.19,22677,0.56,600,4.69,,
4450,삼화왕관 ,53700,200,0.37,5331,10.07,59815,0.9,1350,2.51,,
4490,세방전지 ,33450,-700,-2.05,4568,7.32,59009,0.57,350,1.05,,
4540,깨끗한나라 ,4205,-25,-0.59,207,20.31,5548,0.76,0,0,,
4545,깨끗한나라우 ,17350,0,0,,,,,0,0,,
4560,현대비앤지스틸 ,12100,0,0,1440,8.4,22859,0.53,100,0.83,,
4565,현대비앤지스틸우 ,49500,500,1.02,,,,,150,0.3,,
4590,한국가구 ,37700,650,1.75,3829,9.85,54607,0.69,950,2.52,,
4650,창해에탄올 ,17350,250,1.46,204,85.05,13518,1.28,500,2.88,,
4690,삼천리 ,105500,0,0,9694,10.88,305500,0.35,2500,2.37,,
4700,조광피혁 ,43150,350,0.82,5892,7.32,30856,1.4,100,0.23,,
4710,한솔테크닉스 ,17900,250,1.42,,,9241,1.94,0,0,,
4720,우리들제약 ,8750,310,3.67,364,24.04,3624,2.41,0,0,,
4770,써니전자 ,2460,-40,-1.6,37,66.49,1210,2.03,0,0,,
4780,대륙제관 ,6730,0,0,912,7.38,5864,1.15,120,1.78,,
4800,효성 ,129500,-5000,-3.72,13692,9.46,103060,1.26,5000,3.86,,
4830,덕성 ,4055,15,0.37,188,21.57,3859,1.05,45,1.11,,
4835,덕성우 ,3020,-10,-0.33,,,,,50,1.66,,
4840,DRB동일 ,8310,0,0,2155,3.86,17513,0.47,80,0.96,,
4870,티웨이홀딩스 ,3625,45,1.26,51,71.08,728,4.98,0,0,,
4890,동일산업 ,64800,-400,-0.61,6017,10.77,134615,0.48,1200,1.85,,
4910,조광페인트 ,10550,50,0.48,1733,6.09,14317,0.74,400,3.79,,
4920,씨아이테크 ,682,-10,-1.45,,,742,0.92,0,0,,
4960,한신공영 ,16800,-200,-1.18,2652,6.33,25846,0.65,250,1.49,,
4970,신라교역 ,16100,400,2.55,1733,9.29,28660,0.56,250,1.55,,
4980,성신양회 ,6290,490,8.45,509,12.36,12585,0.5,0,0,,
4985,성신양회우 ,5380,60,1.13,,,,,0,0,,
4987,성신양회2우B ,10150,320,3.26,,,,,0,0,,
4989,성신양회3우B ,8760,-90,-1.02,,,,,0,0,,
4990,롯데지주 ,65500,-2000,-2.96,1393,47.02,48758,1.34,452,0.69,,
5010,휴스틸 ,14800,50,0.34,,,55779,0.27,500,3.38,,
5030,부산주공 ,1330,40,3.1,,,2177,0.61,0,0,,
5070,코스모신소재 ,12500,-200,-1.57,92,135.87,3407,3.67,0,0,,
5090,삼광글라스 ,51200,-200,-0.39,3893,13.15,61520,0.83,750,1.46,,
5110,한창 ,1560,40,2.63,129,12.09,1148,1.36,21,1.35,,
5160,동국산업 ,4070,-35,-0.85,480,8.48,6611,0.62,150,3.69,,
5180,빙그레 ,63900,-100,-0.16,3249,19.67,52963,1.21,1250,1.96,,
5190,동성화학 ,16400,0,0,2559,6.41,18986,0.86,500,3.05,,
5250,녹십자홀딩스 ,37850,350,0.93,1039,36.43,15575,2.43,300,0.79,,
5257,녹십자홀딩스2우 ,25500,400,1.59,,,,,300,1.18,,
5290,동진쎄미켐 ,21800,700,3.32,550,39.64,4010,5.44,60,0.28,,
5300,롯데칠성 ,1308000,5000,0.38,50583,25.86,1712502,0.76,10000,0.76,,
5305,롯데칠성우 ,610000,8000,1.33,,,,,10050,1.65,,
5320,국동 ,3635,25,0.69,589,6.17,4453,0.82,0,0,,
5360,모나미 ,3095,-5,-0.16,299,10.35,3859,0.8,70,2.26,,
5380,현대차 ,154500,-1000,-0.64,20118,7.68,235358,0.66,4000,2.59,,
5385,현대차우 ,99300,-300,-0.3,,,,,4050,4.08,,
5387,현대차2우B ,109000,1000,0.93,,,,,4100,3.76,,
5389,현대차3우B ,92200,-400,-0.43,,,,,4050,4.39,,
5390,신성통상 ,958,0,0,9,106.44,1473,0.65,0,0,,
5420,코스모화학 ,12900,-300,-2.27,,,5561,2.32,0,0,,
5430,한국공항 ,50300,200,0.4,5702,8.82,88992,0.57,500,0.99,,
5440,현대그린푸드 ,15250,-800,-4.98,1087,14.03,15451,0.99,60,0.39,,
5450,신한 ,5030,-110,-2.14,,,9080,0.55,0,0,,
5490,POSCO ,323000,4000,1.25,16627,19.43,486007,0.66,8000,2.48,,
5500,삼진제약 ,34400,350,1.03,2423,14.2,12208,2.82,700,2.03,,
5610,SPC삼립 ,150500,6500,4.51,5914,25.45,33899,4.44,956,0.64,,
5670,푸드웰 ,4810,75,1.58,192,25.05,5427,0.89,75,1.56,,
5680,삼영전자 ,13700,-200,-1.44,660,20.76,23431,0.58,200,1.46,,
5690,파미셀 ,4510,-85,-1.85,,,1620,2.78,0,0,,
5710,대원산업 ,7820,20,0.26,2138,3.66,11060,0.71,100,1.28,,
5720,넥센 ,8130,-60,-0.73,1830,4.44,15066,0.54,75,0.92,,
5725,넥센우 ,5480,-20,-0.36,,,,,80,1.46,,
5740,크라운해태홀딩스 ,18650,50,0.27,2348,7.94,18660,1,200,1.07,,
5745,크라운해태홀딩스우 ,16200,-150,-0.92,,,,,205,1.27,,
5750,대림B&Co ,6780,40,0.59,499,13.59,9266,0.73,130,1.92,,
5800,신영와코루 ,158500,2000,1.28,19255,8.23,333631,0.48,2500,1.58,,
5810,풍산홀딩스 ,54400,800,1.49,9377,5.8,80826,0.67,1400,2.57,,
5820,원림 ,24100,400,1.69,3597,6.7,39175,0.62,500,2.07,,
5830,동부화재 ,68200,-500,-0.73,8273,8.24,58894,1.16,1650,2.42,,
5850,에스엘 ,22400,-600,-2.61,3217,6.96,26519,0.84,260,1.16,,
5860,한일사료 ,2055,-40,-1.91,56,36.7,1637,1.26,25,1.22,,
5870,휴니드 ,11450,-50,-0.43,1353,8.46,7084,1.62,0,0,,
5880,대한해운 ,26350,-500,-1.86,1220,21.6,24834,1.06,0,0,,
5930,삼성전자 ,2820000,3000,0.11,157967,17.85,1156530,2.44,28500,1.01,,
5935,삼성전자우 ,2266000,-15000,-0.66,,,,,28550,1.26,,
5940,NH투자증권 ,13850,-50,-0.36,789,17.55,15448,0.9,400,2.89,,
5945,NH투자증권우 ,9290,-30,-0.32,,,,,450,4.84,,
5950,이수화학 ,16400,-50,-0.3,792,20.71,19286,0.85,500,3.05,,
5960,동부건설 ,11700,-100,-0.85,4602,2.54,12045,0.97,0,0,,
5965,동부건설우 ,19100,-100,-0.52,,,,,0,0,,
5980,성지건설 ,747,6,0.81,,,436,1.71,0,0,,
5990,매일홀딩스 ,18900,-200,-1.05,2975,6.35,27572,0.69,250,1.32,,
6040,동원산업 ,316000,-10000,-3.07,22300,14.17,235636,1.34,3000,0.95,,
6050,국영지앤엠 ,1175,-10,-0.84,12,97.92,1477,0.8,0,0,,
6060,화승인더 ,12150,400,3.4,809,15.02,4169,2.91,25,0.21,,
6090,사조오양 ,13850,-50,-0.36,1204,11.5,13616,1.02,100,0.72,,
6110,삼아알미늄 ,3440,-25,-0.72,92,37.39,9543,0.36,75,2.18,,
6120,SK케미칼 ,78000,500,0.65,3452,22.6,58600,1.33,350,0.45,,
6125,SK케미칼우 ,34500,600,1.77,,,,,400,1.16,,
6140,피제이전자 ,7800,-40,-0.51,772,10.1,9704,0.8,242,3.1,,
6200,한국전자홀딩스 ,893,0,0,,,2516,0.35,0,0,,
6220,제주은행 ,7070,170,2.46,1137,6.22,15168,0.47,100,1.41,,
6260,LS ,76700,-200,-0.26,6056,12.67,76132,1.01,1250,1.63,,
