종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률,,2017
6280,녹십자 ,219500,-3000,-1.35,5451,40.27,84976,2.58,1250,0.57,,
6340,대원전선 ,1180,-10,-0.84,28,42.14,1135,1.04,0,0,,
6345,대원전선우 ,2580,-50,-1.9,,,,,0,0,,
6360,GS건설 ,27750,0,0,,,46180,0.6,0,0,,
6370,대구백화점 ,12150,-150,-1.22,,,33074,0.37,250,2.06,,
6380,카프로 ,7690,80,1.05,,,6298,1.22,0,0,,
6390,현대시멘트 ,19000,650,3.54,,,8533,2.23,0,0,,
6400,삼성SDI ,221000,-500,-0.23,3133,70.54,152341,1.45,1000,0.45,,
6405,삼성SDI우 ,97300,-100,-0.1,,,,,1050,1.08,,
6490,인스코비 ,1560,-20,-1.27,,,391,3.99,0,0,,
6570,대림통상 ,5790,150,2.66,21,275.71,7649,0.76,150,2.59,,
6580,대양제지 ,1845,-15,-0.81,149,12.38,3200,0.58,0,0,,
6650,대한유화 ,253000,2000,0.8,44062,5.74,197854,1.28,4000,1.58,,
6660,삼성공조 ,12050,100,0.84,961,12.54,24279,0.5,90,0.75,,
6730,서부T&D ,16950,250,1.5,83,204.22,13313,1.27,100,0.59,,
6740,영풍제지 ,2870,-370,-11.42,306,9.38,4252,0.67,45,1.57,,
6800,미래에셋대우 ,10050,100,1.01,116,86.64,9757,1.03,50,0.5,,
6805,미래에셋대우우 ,6550,-40,-0.61,,,,,55,0.84,,
6840,AK홀딩스 ,66300,1700,2.63,5585,11.87,46834,1.42,550,0.83,,
6880,신송홀딩스 ,5630,10,0.18,,,12382,0.45,80,1.42,,
6890,태경화학 ,4880,-25,-0.51,329,14.83,8244,0.59,150,3.07,,
6910,보성파워텍 ,2730,0,0,11,248.18,2044,1.34,0,0,,
6920,모헨즈 ,5490,160,3,114,48.16,1724,3.18,0,0,,
6980,우성사료 ,3115,5,0.16,35,89,5360,0.58,25,0.8,,
7070,GS리테일 ,36050,450,1.26,3562,10.12,25842,1.4,1100,3.05,,
7110,일신석재 ,1270,-15,-1.17,,,649,1.96,0,0,,
7120,미래아이앤지 ,490,-3,-0.61,,,642,0.76,0,0,,
7160,사조산업 ,71300,1200,1.71,5341,13.35,67221,1.06,150,0.21,,
7210,벽산 ,3475,50,1.46,381,9.12,3260,1.07,35,1.01,,
7280,한국특수형강 ,2195,-15,-0.68,324,6.77,3266,0.67,0,0,,
7310,오뚜기 ,761000,-9000,-1.17,40839,18.63,299198,2.54,6800,0.89,,
7330,푸른저축은행 ,7820,-70,-0.89,2153,3.63,14326,0.55,500,6.39,,
7340,동아타이어 ,24400,0,0,3861,6.32,32733,0.75,350,1.43,,
7370,진양제약 ,4440,90,2.07,,,4096,1.08,100,2.25,,
7390,네이처셀 ,8300,-70,-0.84,,,670,12.39,0,0,,
7460,나라케이아이씨 ,3090,710,29.83,147,21.02,2086,1.48,0,0,,
7530,영신금속 ,3005,50,1.69,178,16.88,5614,0.54,40,1.33,,
7540,샘표 ,31400,50,0.16,709,44.29,49532,0.63,200,0.64,,
7570,일양약품 ,37600,50,0.13,325,115.69,10241,3.67,100,0.27,,
7575,일양약품우 ,28500,-2700,-8.65,,,,,125,0.44,,
7590,동방아그로 ,7040,-60,-0.85,506,13.91,9271,0.76,250,3.55,,
7610,선도전기 ,3215,60,1.9,121,26.57,4519,0.71,20,0.62,,
7630,암니스 ,2260,110,5.12,,,674,3.35,0,0,,
7660,이수페타시스 ,4455,15,0.34,93,47.9,4789,0.93,100,2.24,,
7690,국도화학 ,58800,500,0.86,4490,13.1,75108,0.78,1200,2.04,,
7700,F&F ,39800,-850,-2.09,1963,20.28,14721,2.7,350,0.88,,
7720,대명코퍼레이션 ,2760,10,0.36,,,965,2.86,0,0,,
7770,한일화학 ,13200,100,0.76,905,14.59,25087,0.53,150,1.14,,
7810,코리아써키트 ,17350,850,5.15,,,12727,1.36,100,0.58,,
7815,코리아써우 ,6160,120,1.99,,,,,105,1.7,,
7820,에스엠코어 ,13650,650,5,,,2644,5.16,50,0.37,,
7860,서연 ,8100,30,0.37,3672,2.21,23192,0.35,150,1.85,,
7980,태평양물산 ,3530,-55,-1.53,,,2558,1.38,0,0,,
8000,도레이케미칼 ,18500,-50,-0.27,331,55.89,7142,2.59,0,0,,
8040,사조동아원 ,1570,25,1.62,67,23.43,908,1.73,0,0,,
8060,대덕전자 ,10600,250,2.42,561,18.89,9567,1.11,300,2.83,,
8110,대동전자 ,4485,15,0.34,209,21.46,11615,0.39,0,0,,
8250,이건산업 ,8820,390,4.63,68,129.71,17104,0.52,150,1.7,,
8260,NI스틸 ,3375,25,0.75,360,9.38,3055,1.1,50,1.48,,
8290,원풍물산 ,3470,110,3.27,,,790,4.39,0,0,,
8350,남선알미늄 ,1080,-10,-0.92,185,5.84,1109,0.97,0,0,,
8355,남선알미우 ,9920,120,1.22,,,,,0,0,,
8370,원풍 ,4150,40,0.97,442,9.39,6264,0.66,155,3.73,,
8420,문배철강 ,3070,15,0.49,408,7.52,4463,0.69,50,1.63,,
8470,부스타 ,5720,-30,-0.52,746,7.67,7846,0.73,100,1.75,,
8490,서흥 ,34700,0,0,2360,14.7,22378,1.55,330,0.95,,
8500,일정실업 ,26400,-250,-0.94,2640,10,49084,0.54,1250,4.73,,
8560,메리츠종금증권 ,4440,-10,-0.22,560,7.93,3782,1.17,200,4.5,,
8600,윌비스 ,1750,-20,-1.13,77,22.73,2482,0.71,0,0,,
8700,아남전자 ,2410,80,3.43,37,65.14,916,2.63,0,0,,
8730,율촌화학 ,18600,-150,-0.8,844,22.04,12951,1.44,500,2.69,,
8770,호텔신라 ,82900,-200,-0.24,729,113.72,16539,5.01,350,0.42,,
8775,호텔신라우 ,57500,-500,-0.86,,,,,400,0.7,,
8800,행남생활건강 ,552,-16,-2.82,,,286,1.93,0,0,,
8830,대동기어 ,23000,0,0,,,66574,0.35,200,0.87,,
8870,금비 ,78800,0,0,11731,6.72,90860,0.87,1800,2.28,,
8930,한미사이언스 ,94000,-1100,-1.16,131,717.56,10376,9.06,0,0,,
8970,동양철관 ,1190,10,0.85,,,941,1.26,0,0,,
9070,KCTC ,2535,35,1.4,272,9.32,5896,0.43,35,1.38,,
9140,경인전자 ,21900,0,0,2153,10.17,38034,0.58,250,1.14,,
9150,삼성전기 ,104500,1000,0.97,193,541.45,54640,1.91,500,0.48,,
9155,삼성전기우 ,49950,250,0.5,,,,,550,1.1,,
9160,SIMPAC ,4310,30,0.7,603,7.15,8266,0.52,100,2.32,,
9180,한솔로지스틱스 ,2245,-25,-1.1,221,10.16,2672,0.84,20,0.89,,
9190,대양금속 ,3510,85,2.48,325,10.8,629,5.58,0,0,,
9200,무림페이퍼 ,2545,45,1.8,5,509,9248,0.28,0,0,,
9240,한샘 ,168000,1500,0.9,7054,23.82,23007,7.3,1100,0.65,,
9270,신원 ,1840,15,0.82,,,2852,0.65,0,0,,
9275,신원우 ,55500,1600,2.97,,,,,0,0,,
9290,광동제약 ,8750,60,0.69,692,12.64,7115,1.23,80,0.91,,
9300,삼아제약 ,17750,-100,-0.56,1617,10.98,23378,0.76,250,1.41,,
9310,참엔지니어링 ,2590,-55,-2.08,135,19.19,868,2.98,0,0,,
9320,대우부품 ,2215,-15,-0.67,54,41.02,743,2.98,0,0,,
9410,태영건설 ,8490,0,0,1,8490,10477,0.81,0,0,,
9415,태영건설우 ,5000,75,1.52,,,,,0,0,,
9420,한올바이오파마 ,13200,-100,-0.75,40,330,1998,6.61,0,0,,
9440,KC그린홀딩스 ,5250,-20,-0.38,211,24.88,7044,0.75,100,1.9,,
9450,경동나비엔 ,49700,850,1.74,2925,16.99,18529,2.68,150,0.3,,
9460,한창제지 ,983,-2,-0.2,271,3.63,984,1,0,0,,
9470,삼화전기 ,10100,0,0,111,90.99,3164,3.19,50,0.5,,
9520,포스코엠텍 ,2380,0,0,75,31.73,1845,1.29,25,1.05,,
9540,현대중공업 ,157500,-4000,-2.48,7758,20.3,185544,0.85,0,0,,
9580,무림P&P ,4425,-25,-0.56,,,8561,0.52,125,2.82,,
9620,삼보산업 ,15400,250,1.65,,,11790,1.31,0,0,,
9680,모토닉 ,9400,120,1.29,955,9.84,11870,0.79,250,2.66,,
9730,코센 ,1210,-5,-0.41,,,635,1.91,0,0,,
9770,삼정펄프 ,44300,-100,-0.23,7729,5.73,71120,0.62,1650,3.72,,
9780,엠에스씨 ,10200,-50,-0.49,1127,9.05,6790,1.5,60,0.59,,
9810,엔케이물산 ,531,-6,-1.12,,,873,0.61,0,0,,
9830,한화케미칼 ,30700,-450,-1.44,4604,6.67,31850,0.96,350,1.14,,
9835,한화케미칼우 ,16900,-150,-0.88,,,,,400,2.37,,
9970,영원무역홀딩스 ,56700,100,0.18,5963,9.51,62909,0.9,500,0.88,,
10040,한국내화 ,3275,50,1.55,270,12.13,4725,0.69,25,0.76,,
10050,우리종금 ,528,-4,-0.75,48,11,352,1.5,0,0,,
10060,OCI ,123500,500,0.41,10151,12.17,133995,0.92,400,0.32,,
10100,한국프랜지 ,10400,-150,-1.42,2126,4.89,38077,0.27,250,2.4,,
10120,LS산전 ,61200,0,0,2752,22.24,35486,1.72,800,1.31,,
10130,고려아연 ,521000,1000,0.19,33519,15.54,292340,1.78,8500,1.63,,
10140,삼성중공업 ,12600,-650,-4.91,,,16058,0.78,0,0,,
10145,삼성중공우 ,49450,450,0.92,,,,,0,0,,
10170,대한광통신 ,3505,140,4.16,,,1286,2.73,0,0,,
10240,흥국 ,7050,-90,-1.26,587,12.01,8070,0.87,150,2.13,,
10280,쌍용정보통신 ,1495,-40,-2.61,,,705,2.12,0,0,,
10420,한솔PNS ,1550,-15,-0.96,31,50,1618,0.96,15,0.97,,
10470,오리콤 ,5040,10,0.2,363,13.88,6089,0.83,220,4.37,,
10580,지코 ,795,0,0,,,401,1.98,0,0,,
10600,와이비로드 ,3840,30,0.79,,,2207,1.74,0,0,,
10620,현대미포조선 ,105000,-6000,-5.41,1734,60.55,107123,0.98,0,0,,
10640,진양폴리 ,1835,15,0.82,701,2.62,1764,1.04,0,0,,
10660,화천기계 ,22050,-50,-0.23,,,55809,0.4,0,0,,
10690,화신 ,4995,-35,-0.7,1442,3.46,11255,0.44,100,2,,
10770,평화홀딩스 ,3415,15,0.44,417,8.19,9406,0.36,150,4.39,,
10780,아이에스동서 ,38450,150,0.39,7340,5.24,29294,1.31,1000,2.6,,
10820,퍼스텍 ,3540,-30,-0.84,,,1466,2.41,0,0,,
10950,S-Oil ,126000,-1500,-1.18,10353,12.17,54814,2.3,6200,4.92,,
10955,S-Oil우 ,106500,-500,-0.47,,,,,6225,5.85,,
10960,삼호개발 ,4295,15,0.35,674,6.37,5898,0.73,130,3.03,,
11000,진원생명과학 ,6670,240,3.73,,,2040,3.27,0,0,,
11040,경동제약 ,21600,-200,-0.92,1485,14.55,15814,1.37,700,3.24,,
11070,LG이노텍 ,171000,1000,0.59,209,818.18,75145,2.28,250,0.15,,
11080,형지I&C ,1390,35,2.58,,,1348,1.03,0,0,,
11090,에넥스 ,1810,5,0.28,34,53.24,972,1.86,20,1.1,,
11150,CJ씨푸드 ,3055,5,0.16,149,20.5,1530,2,0,0,,
11155,CJ씨푸드1우 ,37200,350,0.95,,,,,0,0,,
11160,두산건설 ,2975,-60,-1.98,,,12026,0.25,0,0,,
11170,롯데케미칼 ,374000,5500,1.49,54488,6.86,273173,1.37,4000,1.07,,
11200,현대상선 ,6300,-220,-3.37,,,4841,1.3,0,0,,
11210,현대위아 ,64800,0,0,4922,13.17,119823,0.54,1100,1.7,,
11230,삼화전자 ,1780,30,1.71,,,539,3.3,0,0,,
11280,태림포장 ,2435,-25,-1.02,,,4390,0.55,8,0.33,,
11300,성안 ,689,1,0.15,,,1210,0.57,0,0,,
11320,유니크 ,4500,240,5.63,445,10.11,4308,1.04,90,2,,
11330,유니켐 ,1380,10,0.73,36,38.33,558,2.47,0,0,,
11370,서한 ,2270,10,0.44,641,3.54,2105,1.08,30,1.32,,
11390,부산산업 ,34600,1000,2.98,5326,6.5,44757,0.77,250,0.72,,
11420,갤럭시아에스엠 ,3110,5,0.16,,,1628,1.91,0,0,,
11500,한농화성 ,4005,5,0.13,573,6.99,6492,0.62,110,2.75,,
11560,세보엠이씨 ,11500,250,2.22,1418,8.11,11092,1.04,200,1.74,,
11690,유양디앤유 ,4170,75,1.83,,,1277,3.27,0,0,,
11700,한신기계 ,3970,-5,-0.13,206,19.27,2382,1.67,65,1.64,,
11760,현대상사 ,21400,-400,-1.83,604,35.43,32657,0.66,500,2.34,,
11780,금호석유 ,72600,-1400,-1.89,2618,27.73,48363,1.5,800,1.1,,
11785,금호석유우 ,28550,-200,-0.7,,,,,850,2.98,,
11790,SKC ,42000,1850,4.61,1162,36.14,37457,1.12,750,1.79,,
11810,STX ,2385,0,0,,,,,0,0,,
11930,신성이엔지 ,1770,25,1.43,33,53.64,707,2.5,0,0,,
12030,동부 ,800,-5,-0.62,,,832,0.96,0,0,,
12160,영흥철강 ,1310,0,0,5,262,2012,0.65,30,2.29,,
12170,키위미디어그룹 ,753,-2,-0.26,,,522,1.44,0,0,,
12200,계양전기 ,4660,30,0.65,499,9.34,5183,0.9,65,1.39,,
12205,계양전기우 ,3850,0,0,,,,,70,1.82,,
12280,영화금속 ,1475,5,0.34,212,6.96,1488,0.99,30,2.03,,
12320,경동인베스트 ,46000,-250,-0.54,4931,9.33,144771,0.32,1250,2.72,,
12330,현대모비스 ,268500,0,0,32091,8.37,292708,0.92,3500,1.3,,
12340,뉴인텍 ,1215,5,0.41,,,389,3.12,0,0,,
12450,한화테크윈 ,38550,-1550,-3.87,6498,5.93,44025,0.88,0,0,,
12510,더존비즈온 ,33800,-100,-0.29,949,35.62,5135,6.58,290,0.86,,
12600,청호컴넷 ,2960,10,0.34,,,3569,0.83,0,0,,
12610,경인양행 ,5000,20,0.4,129,38.76,4764,1.05,50,1,,
12620,원일특강 ,9840,30,0.31,1184,8.31,21840,0.45,80,0.81,,
12630,현대산업 ,38500,-1100,-2.78,4168,9.24,34781,1.11,700,1.82,,
12690,모나리자 ,5030,0,0,149,33.76,1876,2.68,75,1.49,,
12700,리드코프 ,7030,90,1.3,1237,5.68,10644,0.66,150,2.13,,
12750,에스원 ,95600,-400,-0.42,4157,23,28947,3.3,1250,1.31,,
12790,신일제약 ,13150,-50,-0.38,1338,9.83,11037,1.19,140,1.06,,
12800,대창 ,1060,0,0,120,8.83,1616,0.66,0,0,,
12860,서연전자 ,2605,-5,-0.19,597,4.36,6346,0.41,50,1.92,,
13000,세우글로벌 ,1665,0,0,18,92.5,1346,1.24,0,0,,
13030,하이록코리아 ,27400,150,0.55,2219,12.35,22443,1.22,400,1.46,,
13120,동원개발 ,5700,-110,-1.89,1079,5.28,5553,1.03,140,2.46,,
13310,아진산업 ,6210,30,0.49,1319,4.71,10487,0.59,0,0,,
13360,일성건설 ,1050,-20,-1.87,41,25.61,1805,0.58,20,1.9,,
13367,일성건설2우B ,5300,-110,-2.03,,,,,25,0.47,,
13520,화승알앤에이 ,2740,240,9.6,978,2.8,5028,0.54,50,1.82,,
13570,디와이 ,7290,0,0,586,12.44,12569,0.58,140,1.92,,
13580,계룡건설 ,17750,0,0,1946,9.12,32299,0.55,0,0,,
13700,까뮤이앤씨 ,10000,0,0,729,13.72,11320,0.88,150,1.5,,
13720,청보산업 ,2545,30,1.19,36,70.69,2601,0.98,0,0,,
13810,스페코 ,4530,10,0.22,308,14.71,2999,1.51,0,0,,
13870,지엠비코리아 ,8040,390,5.1,1024,7.85,11628,0.69,150,1.87,,
13990,아가방컴퍼니 ,6200,50,0.81,61,101.64,5220,1.19,0,0,,
14100,보령메디앙스 ,10750,450,4.37,238,45.17,3657,2.94,0,0,,
14130,한익스프레스 ,50800,800,1.6,4568,11.12,47638,1.07,700,1.38,,
14160,대영포장 ,854,-1,-0.12,102,8.37,1296,0.66,0,0,,
14190,원익큐브 ,1905,-30,-1.55,72,26.46,2344,0.81,0,0,,
14200,광림 ,4400,85,1.97,,,2037,2.16,0,0,,
14280,금강공업 ,31800,-200,-0.63,6933,4.59,51592,0.62,500,1.57,,
14285,금강공업우 ,38500,100,0.26,,,,,550,1.43,,
14440,영보화학 ,4840,85,1.79,559,8.66,5657,0.86,100,2.07,,
14470,부방 ,3325,25,0.76,207,16.06,3320,1,0,0,,
14530,극동유화 ,3240,10,0.31,401,8.08,4012,0.81,115,3.55,,
14570,고려제약 ,7210,-60,-0.83,463,15.57,4878,1.48,100,1.39,,
14580,백광소재 ,2960,15,0.51,149,19.87,4043,0.73,100,3.38,,
14620,성광벤드 ,10250,-150,-1.44,163,62.88,16401,0.62,150,1.46,,
14680,한솔케미칼 ,72900,1000,1.39,5034,14.48,24998,2.92,1000,1.37,,
14710,사조씨푸드 ,7120,-40,-0.56,439,16.22,10656,0.67,50,0.7,,
14790,한라 ,4270,50,1.18,122,35,7329,0.58,0,0,,
14820,동원시스템즈 ,46600,-450,-0.96,2375,19.62,11127,4.19,250,0.54,,
14825,동원시스템즈우 ,28000,-400,-1.41,,,,,300,1.07,,
14830,유니드 ,47800,1050,2.25,5609,8.52,70614,0.68,1100,2.3,,
14910,성문전자 ,2310,-15,-0.65,,,1623,1.42,0,0,,
14915,성문전자우 ,8950,-110,-1.21,,,,,0,0,,
14940,오리엔탈정공 ,1155,-5,-0.43,,,281,4.11,0,0,,
14970,삼륭물산 ,4400,0,0,628,7.01,4362,1.01,50,1.14,,
14990,인디에프 ,1175,-5,-0.42,,,1114,1.05,0,0,,
15020,이스타코 ,800,25,3.23,,,1002,0.8,0,0,,
15230,대창단조 ,60000,0,0,6972,8.61,77662,0.77,1300,2.17,,
15260,에이엔피 ,1210,20,1.68,116,10.43,1407,0.86,0,0,,
15350,부산가스 ,36700,0,0,4969,7.39,49493,0.74,500,1.36,,
15360,예스코 ,38200,0,0,6941,5.5,102550,0.37,1500,3.93,,
15540,메디플란트 ,6700,-70,-1.03,,,1678,3.99,0,0,,
15590,대경기계 ,573,-10,-1.72,,,749,0.77,0,0,,
15710,코콤 ,7690,30,0.39,435,17.68,5365,1.43,150,1.95,,
15750,성우하이텍 ,6650,20,0.3,553,12.03,15545,0.43,200,3.01,,
15760,한국전력 ,38600,350,0.92,10980,3.52,111725,0.35,1980,5.13,,
15860,일진홀딩스 ,5650,-40,-0.7,,,5692,0.99,30,0.53,,
15890,태경산업 ,5210,-20,-0.38,84,62.02,6047,0.86,200,3.84,,
16090,대현 ,2825,-15,-0.53,1059,2.67,3591,0.79,50,1.77,,
16100,리더스코스메틱 ,19000,-100,-0.52,273,69.6,4994,3.8,0,0,,
16170,로엔 ,109900,5500,5.27,2477,44.37,11579,9.49,1004,0.91,,
16250,이테크건설 ,145200,300,0.21,13275,10.94,83417,1.74,750,0.52,,
16360,삼성증권 ,35700,-100,-0.28,2455,14.54,48564,0.74,650,1.82,,
16380,동부제철 ,6950,0,0,,,4945,1.41,0,0,,
16385,동부제철우 ,21150,150,0.71,,,,,0,0,,
16450,한세예스24홀딩스 ,9620,10,0.1,389,24.73,6623,1.45,160,1.66,,
16580,환인제약 ,23400,700,3.08,1074,21.79,11835,1.98,250,1.07,,
16590,신대양제지 ,31250,-450,-1.42,4028,7.76,65091,0.48,0,0,,
16600,큐캐피탈 ,957,60,6.69,35,27.34,651,1.47,0,0,,
16610,동부증권 ,3490,10,0.29,3,1163.33,14326,0.24,0,0,,
16670,포비스티앤씨 ,1765,15,0.86,58,30.43,1433,1.23,0,0,,
16710,대성홀딩스 ,8600,30,0.35,883,9.74,24082,0.36,250,2.91,,
16740,두올 ,5160,215,4.35,817,6.32,6648,0.78,115,2.23,,
16800,퍼시스 ,33950,200,0.59,2445,13.89,32013,1.06,700,2.06,,
16880,웅진 ,2300,-10,-0.43,,,4924,0.47,0,0,,
16920,카스 ,1495,30,2.05,,,1822,0.82,25,1.67,,
17000,신원종합개발 ,6740,-70,-1.03,226,29.82,4900,1.38,0,0,,
17040,광명전기 ,2665,55,2.11,218,12.22,2061,1.29,0,0,,
17180,명문제약 ,6550,-100,-1.5,317,20.66,3790,1.73,50,0.76,,
17250,인터엠 ,2980,85,2.94,16,186.25,3679,0.81,120,4.03,,
17370,우신시스템 ,8470,-90,-1.05,585,14.48,6575,1.29,30,0.35,,
17390,서울가스 ,96200,-1000,-1.03,5971,16.11,177266,0.54,1750,1.82,,
17480,삼현철강 ,4350,-25,-0.57,627,6.94,8689,0.5,150,3.45,,
17510,세명전기 ,4925,25,0.51,207,23.79,4157,1.18,80,1.62,,
17550,수산중공업 ,1530,10,0.66,52,29.42,1691,0.9,10,0.65,,
17650,대림제지 ,1185,0,0,377,3.14,2190,0.54,0,0,,
17670,SK텔레콤 ,256000,2500,0.99,23497,10.9,197799,1.29,10000,3.91,,
17680,데코앤이 ,670,1,0.15,,,501,1.34,0,0,,
17800,현대엘리베이 ,55600,600,1.09,5225,10.64,31605,1.76,500,0.9,,
17810,풀무원 ,122500,4500,3.81,4993,24.53,68303,1.79,1020,0.83,,
17890,한국알콜 ,8110,110,1.38,1462,5.55,11054,0.73,50,0.62,,
17900,광전자 ,2885,30,1.05,38,75.92,3515,0.82,0,0,,
17940,E1 ,57000,-100,-0.18,,,161644,0.35,2000,3.51,,
17960,한국카본 ,6020,10,0.17,402,14.98,7189,0.84,130,2.16,,
18000,유니슨 ,3605,5,0.14,,,335,10.76,0,0,,
18120,진로발효 ,34750,150,0.43,2385,14.57,11120,3.13,1210,3.48,,
18260,삼성에스디에스 ,204000,0,0,5997,34.02,66436,3.07,750,0.37,,
18290,지엠피 ,3940,5,0.13,,,1917,2.06,0,0,,
18310,삼목에스폼 ,13200,100,0.76,3232,4.08,19672,0.67,100,0.76,,
18470,조일알미늄 ,1270,-10,-0.78,476,2.67,2835,0.45,15,1.18,,
18500,동원금속 ,3255,0,0,,,1678,1.94,0,0,,
18620,우진비앤지 ,5620,-60,-1.06,15,374.67,1966,2.86,0,0,,
18670,SK가스 ,97100,-600,-0.61,19665,4.94,155078,0.63,2600,2.68,,
18680,서울제약 ,12500,50,0.4,112,111.61,5685,2.2,15,0.12,,
18700,바른손 ,3410,90,2.71,,,2787,1.22,0,0,,
18880,한온시스템 ,13150,0,0,547,24.04,3424,3.84,225,1.71,,
19010,그랜드백화점 ,12750,250,2,3367,3.79,43733,0.29,300,2.35,,
19170,신풍제약 ,7110,-460,-6.08,,,3924,1.81,0,0,,
19175,신풍제약우 ,5330,-400,-6.98,,,,,0,0,,
19180,티에이치엔 ,1905,10,0.53,886,2.15,1991,0.96,55,2.89,,
19210,와이지-원 ,16050,250,1.58,742,21.63,9184,1.75,170,1.06,,
19440,세아특수강 ,22550,150,0.67,2802,8.05,34505,0.65,750,3.33,,
19490,하이트론 ,4335,25,0.58,654,6.63,7989,0.54,0,0,,
19540,일지테크 ,4490,0,0,1411,3.18,9215,0.49,150,3.34,,
19550,SBI인베스트먼트 ,803,-2,-0.25,19,42.26,520,1.54,0,0,,
19570,제미니투자 ,725,14,1.97,15,48.33,392,1.85,0,0,,
19590,엠벤처투자 ,317,-2,-0.63,,,254,1.25,0,0,,
19660,글로본 ,2985,-15,-0.5,,,1084,2.75,0,0,,
19680,대교 ,8120,30,0.37,472,17.2,6289,1.29,240,2.96,,
19685,대교우B ,5130,40,0.79,,,,,250,4.87,,
19770,서연탑메탈 ,3910,70,1.82,,,6465,0.6,40,1.02,,
19990,에너토크 ,7030,-70,-0.99,225,31.24,4173,1.68,70,1,,
20000,한섬 ,32650,-450,-1.36,2571,12.7,35743,0.91,300,0.92,,
20120,다우인큐브 ,2800,-15,-0.53,,,1060,2.64,0,0,,
20150,일진머티리얼즈 ,38300,150,0.39,971,39.44,7072,5.42,50,0.13,,
20180,대신정보통신 ,995,-10,-1,43,23.14,616,1.62,15,1.51,,
20400,대동금속 ,39600,-100,-0.25,,,54896,0.72,250,0.63,,
20560,아시아나항공 ,4380,-60,-1.35,251,17.45,4346,1.01,0,0,,
20710,시공테크 ,6750,0,0,,,3923,1.72,0,0,,
20760,일진디스플 ,8980,500,5.9,,,2254,3.98,0,0,,
21040,대호피앤씨 ,953,-9,-0.94,103,9.25,682,1.4,0,0,,
21045,대호피앤씨우 ,1510,-5,-0.33,,,,,0,0,,
21050,서원 ,1220,20,1.67,137,8.91,1847,0.66,10,0.82,,
21080,에이티넘인베스트 ,2225,10,0.45,113,19.69,1345,1.65,35,1.57,,
21240,코웨이 ,103500,1500,1.47,3280,31.55,15486,6.68,3200,3.09,,
21320,KCC건설 ,8740,80,0.92,778,11.23,14493,0.6,100,1.14,,
21650,한국큐빅 ,2830,-35,-1.22,174,16.26,3543,0.8,25,0.88,,
21820,세원정공 ,16500,0,0,3952,4.18,43745,0.38,0,0,,
21880,메이슨캐피탈 ,599,-3,-0.5,,,426,1.41,0,0,,
22100,포스코 ICT ,7570,30,0.4,243,31.15,2461,3.08,50,0.66,,
22220,정산애강 ,2735,20,0.74,93,29.41,1061,2.58,0,0,,
23000,삼원강재 ,3440,55,1.62,355,9.69,4730,0.73,125,3.63,,
23150,MH에탄올 ,6180,-140,-2.22,1129,5.47,8617,0.72,300,4.85,,
23160,태광 ,10350,-50,-0.48,306,33.82,16426,0.63,50,0.48,,
23350,한국종합기술 ,6300,-30,-0.47,280,22.5,11178,0.56,100,1.59,,
23410,유진기업 ,5480,200,3.79,894,6.13,8555,0.64,150,2.74,,
23430,아이이 ,332,0,0,,,389,0.85,0,0,,
23440,제일제강 ,1200,-20,-1.64,,,2210,0.54,0,0,,
23450,동남합성 ,59500,-100,-0.17,5866,10.14,44008,1.35,200,0.34,,
23460,CNH ,1390,-35,-2.46,90,15.44,2604,0.53,25,1.8,,
23530,롯데쇼핑 ,240500,3000,1.26,4969,48.4,489398,0.49,2000,0.83,,
23590,다우기술 ,19400,-50,-0.26,2254,8.61,20750,0.93,250,1.29,,
23600,삼보판지 ,7340,10,0.14,2211,3.32,18985,0.39,50,0.68,,
23760,한국캐피탈 ,630,5,0.8,63,10,1179,0.53,20,3.17,,
23770,플레이위드 ,9100,-120,-1.3,690,13.19,3532,2.58,0,0,,
23790,동일철강 ,4005,0,0,,,6203,0.65,0,0,,
23800,인지컨트롤스 ,6310,110,1.77,700,9.01,13004,0.49,100,1.58,,
23810,인팩 ,4770,50,1.06,933,5.11,10724,0.44,150,3.14,,
23890,아트라스BX ,49400,100,0.2,9856,5.01,24063,2.05,300,0.61,,
23900,풍국주정 ,13550,-250,-1.81,713,19,8466,1.6,260,1.92,,
23910,대한약품 ,36150,50,0.14,2943,12.28,15491,2.33,220,0.61,,
23960,에쓰씨엔지니어링 ,3590,10,0.28,,,2308,1.56,0,0,,
24060,흥구석유 ,2830,10,0.35,150,18.87,4612,0.61,100,3.53,,
24070,WISCOM ,4385,-25,-0.57,126,34.8,7868,0.56,100,2.28,,
24090,디씨엠 ,12950,100,0.78,2014,6.43,12674,1.02,400,3.09,,
24110,기업은행 ,15050,0,0,1647,9.14,27282,0.55,480,3.19,,
24120,KB오토시스 ,6750,-50,-0.74,1241,5.44,6665,1.01,300,4.44,,
24660,하림홀딩스 ,3995,25,0.63,379,10.54,4094,0.98,50,1.25,,
24720,한국콜마홀딩스 ,45650,-1150,-2.46,2201,20.74,15092,3.02,155,0.34,,
24740,한일단조 ,3020,-15,-0.49,214,14.11,5820,0.52,50,1.66,,
24800,유성티엔에스 ,4200,0,0,471,8.92,6098,0.69,10,0.24,,
24810,이화전기 ,346,0,0,,,270,1.28,0,0,,
24830,세원물산 ,7040,30,0.43,451,15.61,22187,0.32,75,1.07,,
24840,갑을메탈 ,2830,50,1.8,132,21.44,1922,1.47,0,0,,
24850,피에스엠씨 ,807,-14,-1.71,,,503,1.6,0,0,,
