종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률,,2020
670,영풍 ,520000,3000,0.58,135469,3.84,1767872,0.29,10000,1.92,,
680,LS네트웍스 ,2170,20,0.93,,,6590,0.33,0,0,,
700,유수홀딩스 ,5410,10,0.19,163,33.19,8702,0.62,0,0,,
720,현대건설 ,33350,400,1.21,3656,9.12,59778,0.56,600,1.8,,
725,현대건설우 ,180500,500,0.28,,,,,650,0.36,,
760,이화산업 ,15150,50,0.33,,,36329,0.42,0,0,,
810,삼성화재 ,196000,1000,0.51,15126,12.96,282791,0.69,8500,4.34,,
815,삼성화재우 ,154500,2000,1.31,,,,,8505,5.5,,
850,화천기공 ,31750,500,1.6,3388,9.37,134845,0.24,1250,3.94,,
860,강남제비스코 ,17600,250,1.44,2250,7.82,81019,0.22,500,2.84,,
880,한화 ,26750,350,1.33,1051,25.45,45198,0.59,700,2.62,,
885,한화우 ,48700,-400,-0.81,,,,,750,1.54,,
890,보해양조 ,911,25,2.82,,,635,1.43,0,0,,
910,유니온 ,6380,-40,-0.62,,,6355,1,100,1.57,,
950,전방 ,28800,1500,5.49,,,50283,0.57,0,0,,
970,한국주철관 ,8300,20,0.24,585,14.19,11819,0.7,200,2.41,,
990,DB하이텍 ,34300,150,0.44,2410,14.23,14483,2.37,350,1.02,,
995,DB하이텍1우 ,111500,-2000,-1.76,,,,,400,0.36,,
1000,신라섬유 ,2405,70,3,9,267.22,595,4.04,0,0,,
1020,페이퍼코리아 ,1660,10,0.61,,,436,3.81,0,0,,
1040,CJ ,82500,2700,3.38,8240,10.01,126448,0.65,1850,2.24,,
1045,CJ우 ,49250,650,1.34,,,,,1900,3.86,,
1060,JW중외제약 ,32000,-200,-0.62,,,10345,3.09,325,1.02,,
1065,JW중외제약우 ,46700,-800,-1.68,,,,,350,0.75,,
1067,JW중외제약2우B ,58900,-1900,-3.13,,,,,350,0.59,,
1070,대한방직 ,35250,150,0.43,,,23893,1.48,0,0,,
1080,만호제강 ,15650,300,1.95,350,44.71,55516,0.28,200,1.28,,
1120,LG상사 ,18350,150,0.82,739,24.83,30224,0.61,300,1.63,,
1130,대한제분 ,157000,500,0.32,10196,15.4,449614,0.35,2000,1.27,,
1140,국보 ,2090,-10,-0.48,,,1333,1.57,0,0,,
1200,유진투자증권 ,3910,260,7.12,427,9.16,8151,0.48,70,1.79,,
1210,금호전기 ,4000,-120,-2.91,,,3098,1.29,0,0,,
1230,동국제강 ,6790,20,0.3,,,19382,0.35,0,0,,
1250,GS글로벌 ,1830,15,0.83,,,4351,0.42,0,0,,
1260,남광토건 ,10150,-50,-0.49,394,25.76,5379,1.89,0,0,,
1270,부국증권 ,22200,350,1.6,3070,7.23,36295,0.61,1200,5.41,,
1275,부국증권우 ,20500,100,0.49,,,,,1250,6.1,,
1290,상상인증권 ,1075,15,1.42,,,1587,0.68,0,0,,
1340,백광산업 ,3280,-30,-0.91,373,8.79,3726,0.88,75,2.29,,
1360,삼성제약 ,3630,-20,-0.55,118,30.76,2421,1.5,0,0,,
1380,SG충방 ,2270,75,3.42,17,133.53,2893,0.78,0,0,,
1390,KG케미칼 ,19750,-250,-1.25,7691,2.57,26210,0.75,350,1.77,,
1420,태원물산 ,4095,65,1.61,73,56.1,4237,0.97,85,2.08,,
1430,세아베스틸 ,10300,150,1.48,483,21.33,51512,0.2,300,2.91,,
1440,대한전선 ,880,-9,-1.01,,,345,2.55,0,0,,
1450,현대해상 ,25350,400,1.6,3161,8.02,50452,0.5,880,3.47,,
1460,BYC ,267500,12000,4.7,33265,8.04,517079,0.52,1100,0.41,,
1465,BYC우 ,131500,3500,2.73,,,,,1150,0.87,,
1470,삼부토건 ,4330,45,1.05,61,70.98,1531,2.83,0,0,,
1500,현대차증권 ,12200,600,5.17,2315,5.27,25525,0.48,600,4.92,,
1510,SK증권 ,742,17,2.34,67,11.07,1197,0.62,10,1.35,,
1515,SK증권우 ,5830,100,1.75,,,,,15,0.26,,
1520,동양 ,1205,-5,-0.41,,,3428,0.35,40,3.32,,
1525,동양우 ,8070,30,0.37,,,,,90,1.12,,
1527,동양2우B ,13800,100,0.73,,,,,150,1.09,,
1529,동양3우B ,31900,-2100,-6.18,,,,,150,0.47,,
1530,DI동일 ,90200,1100,1.23,6888,13.1,199541,0.45,1500,1.66,,
1540,안국약품 ,12850,-450,-3.38,221,58.14,11366,1.13,220,1.71,,
1550,조비 ,18300,100,0.55,,,9237,1.98,0,0,,
1560,제일연마 ,7020,-20,-0.28,853,8.23,8396,0.84,220,3.13,,
1570,금양 ,5190,-80,-1.52,,,1535,3.38,0,0,,
1620,케이비아이동국실업 ,614,7,1.15,,,2665,0.23,0,0,,
1630,종근당홀딩스 ,100500,-1500,-1.47,8988,11.18,93600,1.07,1300,1.29,,
1680,대상 ,25250,50,0.2,2976,8.48,27896,0.91,600,2.38,,
1685,대상우 ,17650,250,1.44,,,,,610,3.46,,
1720,신영증권 ,49450,800,1.64,2324,21.28,69280,0.71,2500,5.06,,
1725,신영증권우 ,49650,1050,2.16,,,,,2550,5.14,,
1740,SK네트웍스 ,4865,135,2.85,,,8713,0.56,120,2.47,,
1745,SK네트웍스우 ,117000,-1500,-1.27,,,,,145,0.12,,
1750,한양증권 ,9450,210,2.27,1726,5.48,22236,0.42,350,3.7,,
1755,한양증권우 ,24000,1150,5.03,,,,,400,1.67,,
1770,신화실업 ,20400,250,1.24,793,25.73,28118,0.73,100,0.49,,
1780,알루코 ,5110,130,2.61,,,2755,1.85,0,0,,
1790,대한제당 ,19100,100,0.53,1717,11.12,48261,0.4,675,3.53,,
1795,대한제당우 ,14050,-50,-0.35,,,,,700,4.98,,
1800,오리온홀딩스 ,13500,50,0.37,804,16.79,30747,0.44,650,4.81,,
1810,무림SP ,2445,15,0.62,61,40.08,9203,0.27,35,1.43,,
1820,삼화콘덴서 ,53900,500,0.94,2889,18.66,14698,3.67,250,0.46,,
1840,이화공영 ,5310,130,2.51,14,379.29,2157,2.46,10,0.19,,
1880,대림건설 ,24600,600,2.5,6265,3.93,30161,0.82,400,1.63,,
1940,KISCO홀딩스 ,12700,200,1.6,2909,4.37,44246,0.29,280,2.2,,
2020,코오롱 ,20800,250,1.22,,,43841,0.47,500,2.4,,
2025,코오롱우 ,15600,100,0.65,,,,,550,3.53,,
2030,아세아 ,85400,1600,1.91,25353,3.37,354657,0.24,1750,2.05,,
2070,비비안 ,3455,-25,-0.72,,,6310,0.55,0,0,,
2100,경농 ,12300,-50,-0.4,254,48.43,8484,1.45,220,1.79,,
2140,고려산업 ,3875,125,3.33,182,21.29,3842,1.01,30,0.77,,
2150,도화엔지니어링 ,7700,40,0.52,519,14.84,7490,1.03,250,3.25,,
2170,삼양통상 ,65100,200,0.31,15112,4.31,109582,0.59,1000,1.54,,
2200,한국수출포장 ,20300,50,0.25,4505,4.51,61942,0.33,600,2.96,,
2210,동성제약 ,11350,-200,-1.73,,,2689,4.22,0,0,,
2220,한일철강 ,1690,5,0.3,,,6586,0.26,0,0,,
2230,피에스텍 ,4670,30,0.65,131,35.65,7280,0.64,150,3.21,,
2240,고려제강 ,14650,50,0.34,499,29.36,68831,0.21,350,2.39,,
2270,롯데푸드 ,317000,4500,1.44,41242,7.69,625100,0.51,12000,3.79,,
2290,삼일기업공사 ,3630,140,4.01,265,13.7,4744,0.77,100,2.75,,
2310,아세아제지 ,33450,-50,-0.15,6860,4.88,65302,0.51,600,1.79,,
2320,한진 ,51500,200,0.39,,,72343,0.71,500,0.97,,
2350,넥센타이어 ,5730,60,1.06,1153,4.97,14921,0.38,105,1.83,,
2355,넥센타이어1우B ,2430,30,1.25,,,,,110,4.53,,
2360,SH에너지화학 ,830,4,0.48,,,876,0.95,0,0,,
2380,KCC ,171500,3500,2.08,,,421723,0.41,5500,3.21,,
2390,한독 ,30300,-700,-2.26,2544,11.91,24757,1.22,275,0.91,,
2410,범양건영 ,5670,230,4.23,794,7.14,2819,2.01,0,0,,
2420,세기상사 ,61600,0,0,,,55045,1.12,0,0,,
2450,삼익악기 ,1410,0,0,163,8.65,2478,0.57,50,3.55,,
2460,화성산업 ,12950,200,1.57,634,20.43,29797,0.43,500,3.86,,
2600,조흥 ,158000,-1000,-0.63,13076,12.08,215770,0.73,6000,3.8,,
2620,제일파마홀딩스 ,27000,-4000,-12.9,,,24634,1.1,70,0.26,,
2630,오리엔트바이오 ,1510,-70,-4.43,,,510,2.96,0,0,,
2680,한탑 ,2100,-200,-8.7,,,1573,1.34,0,0,,
2690,동일제강 ,2425,20,0.83,74,32.77,8703,0.28,10,0.41,,
2700,신일전자 ,1915,-5,-0.26,61,31.39,978,1.96,20,1.04,,
2710,TCC스틸 ,3780,-160,-4.06,230,16.43,5067,0.75,30,0.79,,
2720,국제약품 ,9270,-380,-3.94,,,3311,2.8,0,0,,
2760,보락 ,2485,-175,-6.58,11,225.91,734,3.39,5,0.2,,
2780,진흥기업 ,2400,25,1.05,140,17.14,664,3.61,0,0,,
2785,진흥기업우B ,10900,350,3.32,,,,,0,0,,
2787,진흥기업2우B ,13450,-200,-1.47,,,,,0,0,,
2790,아모레G ,49550,1800,3.77,1444,34.31,35078,1.41,300,0.61,,
2795,아모레G우 ,19300,300,1.58,,,,,305,1.58,,
2800,신신제약 ,11200,2560,29.63,141,79.43,3715,3.01,28,0.25,,
2810,삼영무역 ,14050,100,0.72,1987,7.07,19563,0.72,350,2.49,,
2820,선창산업 ,4490,30,0.67,,,17354,0.26,0,0,,
2840,미원상사 ,102000,2500,2.51,6163,16.55,44134,2.31,654,0.64,,
2870,신풍제지 ,2485,-15,-0.6,709,3.5,1981,1.25,60,2.41,,
2880,대유에이텍 ,827,-1,-0.12,94,8.8,1013,0.82,0,0,,
2900,동양물산 ,1830,130,7.65,61,30,882,2.07,0,0,,
2920,유성기업 ,2930,15,0.51,678,4.32,10636,0.28,200,6.83,,
2960,한국쉘석유 ,247000,3000,1.23,16174,15.27,75323,3.28,16000,6.48,,
2990,금호산업 ,7490,180,2.46,332,22.56,10364,0.72,500,6.68,,
2995,금호산업우 ,31300,-400,-1.26,,,,,550,1.76,,
3000,부광약품 ,23650,-800,-3.27,,,4912,4.81,200,0.85,,
3010,혜인 ,5400,-90,-1.64,412,13.11,8192,0.66,60,1.11,,
3030,세아제강지주 ,47450,0,0,,,232984,0.2,1500,3.16,,
3060,에이프로젠제약 ,1275,-40,-3.04,,,968,1.32,0,0,,
3070,코오롱글로벌 ,18650,-650,-3.37,1922,9.7,18259,1.02,350,1.88,,
3075,코오롱글로벌우 ,29900,200,0.67,,,,,400,1.34,,
3080,성보화학 ,4155,5,0.12,,,7324,0.57,135,3.25,,
3090,대웅 ,21850,-1150,-5,1446,15.11,10795,2.02,100,0.46,,
3100,선광 ,25050,450,1.83,831,30.14,46250,0.54,350,1.4,,
3120,일성신약 ,79000,900,1.15,4859,16.26,129883,0.61,750,0.95,,
3160,디아이 ,3975,-70,-1.73,23,172.83,4256,0.93,50,1.26,,
3200,일신방직 ,74200,3200,4.51,3084,24.06,293218,0.25,1500,2.02,,
3220,대원제약 ,18750,-400,-2.09,1369,13.7,10124,1.85,260,1.39,,
3230,삼양식품 ,100000,100,0.1,7906,12.65,37661,2.66,800,0.8,,
3240,태광산업 ,810000,41000,5.33,161659,5.01,2855185,0.28,1550,0.19,,
3280,흥아해운 ,258,0,0,,,276,0.93,0,0,,
3300,한일홀딩스 ,48700,250,0.52,2304,21.14,166986,0.29,2300,4.72,,
3310,대주산업 ,2745,390,16.56,51,53.82,1472,1.86,30,1.09,,
3350,한국화장품제조 ,40000,-1200,-2.91,,,10597,3.77,100,0.25,,
3380,하림지주 ,7330,200,2.81,736,9.96,18633,0.39,50,0.68,,
3410,쌍용양회 ,5550,60,1.09,259,21.43,3566,1.56,420,7.57,,
3415,쌍용양회우 ,25350,-7150,-22,,,,,430,1.7,,
3460,유화증권 ,2395,80,3.46,99,24.19,6180,0.39,120,5.01,,
3465,유화증권우 ,2500,25,1.01,,,,,130,5.2,,
3470,유안타증권 ,3020,200,7.09,394,7.66,5947,0.51,0,0,,
3475,유안타증권우 ,2400,80,3.45,,,,,0,0,,
3480,한진중공업홀딩스 ,4485,485,12.13,1160,3.87,11298,0.4,0,0,,
3490,대한항공 ,25700,1450,5.98,,,23149,1.11,0,0,,
3495,대한항공우 ,26300,700,2.73,,,,,0,0,,
3520,영진약품 ,7800,460,6.27,28,278.57,633,12.32,0,0,,
3530,한화투자증권 ,1960,115,6.23,511,3.84,5265,0.37,0,0,,
3535,한화투자증권우 ,4220,-90,-2.09,,,,,0,0,,
3540,대신증권 ,13950,200,1.45,1310,10.65,22870,0.61,1000,7.17,,
3545,대신증권우 ,10300,100,0.98,,,,,1050,10.19,,
3547,대신증권2우B ,10050,100,1.01,,,,,1050,10.45,,
3550,LG ,76900,2900,3.92,6143,12.52,107050,0.72,2200,2.86,,
3555,LG우 ,54800,400,0.74,,,,,2250,4.11,,
3560,IHQ ,1620,20,1.25,,,933,1.74,0,0,,
3570,S&T중공업 ,5400,10,0.19,622,8.68,18558,0.29,300,5.56,,
3580,넥스트사이언스 ,5380,-70,-1.28,,,2692,2,0,0,,
3610,방림 ,1925,60,3.22,144,13.37,4475,0.43,40,2.08,,
3620,쌍용차 ,4040,-35,-0.86,,,2690,1.5,0,0,,
3650,미창석유 ,63400,300,0.48,11366,5.58,148274,0.43,2000,3.15,,
3670,포스코케미칼 ,79900,-1200,-1.48,1672,47.79,16356,4.89,400,0.5,,
3680,한성기업 ,8850,-450,-4.84,,,8081,1.1,0,0,,
3690,코리안리 ,7800,190,2.5,1550,5.03,20404,0.38,500,6.41,,
3720,삼영화학 ,2145,0,0,,,1285,1.67,0,0,,
3780,진양산업 ,4395,-35,-0.79,525,8.37,3159,1.39,200,4.55,,
3800,에이스침대 ,41350,-150,-0.36,4130,10.01,42247,0.98,1100,2.66,,
3830,대한화섬 ,87900,3000,3.53,20048,4.38,401661,0.22,410,0.47,,
3850,보령제약 ,15950,100,0.63,766,20.82,6402,2.49,100,0.63,,
3920,남양유업 ,274000,3000,1.11,34527,7.94,1028846,0.27,1000,0.36,,
3925,남양유업우 ,143000,5000,3.62,,,,,1050,0.73,,
3960,사조대림 ,14250,150,1.06,12182,1.17,34643,0.41,150,1.05,,
4000,롯데정밀화학 ,53400,-1200,-2.2,6611,8.08,57873,0.92,1700,3.18,,
4020,현대제철 ,32600,450,1.4,130,250.77,126631,0.26,750,2.3,,
4060,SG세계물산 ,619,13,2.15,48,12.9,1012,0.61,0,0,,
4080,신흥 ,12400,100,0.81,214,57.94,9162,1.35,200,1.61,,
4090,한국석유 ,93900,600,0.64,,,212214,0.44,1500,1.6,,
4100,태양금속 ,1060,25,2.42,,,1773,0.6,5,0.47,,
4105,태양금속우 ,4080,170,4.35,,,,,10,0.25,,
4140,동방 ,2065,15,0.73,,,2695,0.77,0,0,,
4150,한솔홀딩스 ,3445,55,1.62,602,5.72,9195,0.37,0,0,,
4170,신세계 ,231500,3500,1.54,52658,4.4,398826,0.58,2000,0.86,,
4250,NPC ,3125,30,0.97,343,9.11,6745,0.46,100,3.2,,
4255,NPC우 ,2250,5,0.22,,,,,105,4.67,,
4270,남성 ,4085,40,0.99,,,2379,1.72,25,0.61,,
4310,현대약품 ,6430,280,4.55,42,153.1,2737,2.35,45,0.7,,
4360,세방 ,9710,230,2.43,240,40.46,35497,0.27,175,1.8,,
4365,세방우 ,6160,140,2.33,,,,,180,2.92,,
4370,농심 ,295500,-500,-0.17,12277,24.07,316955,0.93,4000,1.35,,
4380,삼익THK ,10850,50,0.46,158,68.67,8969,1.21,150,1.38,,
4410,서울식품 ,156,0,0,,,73,2.14,0,0,,
4415,서울식품우 ,5260,10,0.19,,,,,0,0,,
4430,송원산업 ,14550,50,0.34,1448,10.05,17983,0.81,150,1.03,,
4440,삼일씨엔에스 ,10850,-400,-3.56,211,51.42,21895,0.5,38,0.35,,
4450,삼화왕관 ,39350,250,0.64,4547,8.65,67349,0.58,1350,3.43,,
4490,세방전지 ,30400,-150,-0.49,5701,5.33,75298,0.4,500,1.64,,
4540,깨끗한나라 ,4520,-5,-0.11,,,4260,1.06,0,0,,
4545,깨끗한나라우 ,23100,-50,-0.22,,,,,0,0,,
4560,현대비앤지스틸 ,8120,110,1.37,1433,5.67,26531,0.31,100,1.23,,
4565,현대비앤지스틸우 ,69800,-700,-0.99,,,,,150,0.21,,
4590,한국가구 ,4440,-55,-1.22,405,10.96,6919,0.64,115,2.59,,
4650,창해에탄올 ,13000,0,0,2729,4.76,13530,0.96,600,4.62,,
4690,삼천리 ,80300,300,0.38,10614,7.57,316716,0.25,3000,3.74,,
4700,조광피혁 ,50600,400,0.8,4076,12.41,41361,1.22,0,0,,
4710,한솔테크닉스 ,8960,-70,-0.78,245,36.57,8145,1.1,0,0,,
4720,우리들제약 ,12500,-600,-4.58,26,480.77,4801,2.6,0,0,,
4770,써니전자 ,4445,-40,-0.89,20,222.25,1598,2.78,0,0,,
4780,대륙제관 ,4505,30,0.67,337,13.37,6719,0.67,100,2.22,,
4800,효성 ,79800,700,0.88,5100,15.65,115817,0.69,5000,6.27,,
4830,덕성 ,9620,2220,30,10,962,3690,2.61,20,0.21,,
4835,덕성우 ,17800,4100,29.93,,,,,25,0.14,,
4840,DRB동일 ,6650,70,1.06,461,14.43,17771,0.37,100,1.5,,
4870,티웨이홀딩스 ,1170,218,22.9,,,2103,0.56,0,0,,
4890,동일산업 ,68500,-100,-0.15,1726,39.69,145886,0.47,750,1.09,,
4910,조광페인트 ,5110,70,1.39,,,13495,0.38,200,3.91,,
4920,씨아이테크 ,981,12,1.24,,,1692,0.58,0,0,,
4960,한신공영 ,14550,350,2.46,6212,2.34,43693,0.33,350,2.41,,
4970,신라교역 ,9350,60,0.65,645,14.5,32378,0.29,500,5.35,,
4980,성신양회 ,7070,140,2.02,700,10.1,15851,0.45,150,2.12,,
4985,성신양회우 ,19500,1750,9.86,,,,,200,1.03,,
4990,롯데지주 ,33000,2250,7.32,,,63267,0.52,1100,3.33,,
5010,휴스틸 ,7130,80,1.13,,,52030,0.14,300,4.21,,
5030,부산주공 ,834,21,2.58,,,709,1.18,0,0,,
5070,코스모신소재 ,14750,-150,-1.01,,,5026,2.93,0,0,,
5090,삼광글라스 ,38700,-100,-0.26,,,56341,0.69,1000,2.58,,
5110,한창 ,1170,55,4.93,,,593,1.97,0,0,,
5160,동국산업 ,3790,-80,-2.07,263,14.41,7054,0.54,130,3.43,,
5180,빙그레 ,56700,300,0.53,4644,12.21,57976,0.98,1450,2.56,,
5190,동성화학 ,15900,100,0.63,2517,6.32,21972,0.72,600,3.77,,
5250,녹십자홀딩스 ,37000,200,0.54,59,627.12,16407,2.26,325,0.88,,
5257,녹십자홀딩스2우 ,169000,-16500,-8.89,,,,,325,0.19,,
5290,동진쎄미켐 ,29850,400,1.36,1138,26.23,6931,4.31,90,0.3,,
5300,롯데칠성 ,90500,1500,1.69,,,138233,0.65,2700,2.98,,
5305,롯데칠성우 ,58600,900,1.56,,,,,2705,4.62,,
5320,국동 ,3925,-205,-4.96,,,2337,1.68,0,0,,
5360,모나미 ,6450,-80,-1.23,,,3873,1.67,70,1.09,,
5380,현대차 ,175500,2000,1.15,11310,15.52,253001,0.69,4000,2.28,,
5385,현대차우 ,84800,1100,1.31,,,,,4050,4.78,,
5387,현대차2우B ,84900,1300,1.56,,,,,4100,4.83,,
5389,현대차3우B ,80700,1100,1.38,,,,,4050,5.02,,
5390,신성통상 ,1885,20,1.07,36,52.36,1606,1.17,0,0,,
5420,코스모화학 ,8400,-140,-1.64,,,5351,1.57,0,0,,
5430,한국공항 ,36000,3100,9.42,5318,6.77,102021,0.35,1000,2.78,,
5440,현대그린푸드 ,7950,160,2.05,628,12.66,17576,0.45,210,2.64,,
5490,POSCO ,238500,1500,0.63,22823,10.45,510076,0.47,10000,4.19,,
5500,삼진제약 ,26950,-50,-0.19,917,29.39,14207,1.9,800,2.97,,
5610,SPC삼립 ,70900,2400,3.5,2492,28.45,37411,1.9,1104,1.56,,
5670,푸드웰 ,5250,60,1.16,3153,1.67,7681,0.68,100,1.9,,
5680,삼영전자 ,8150,100,1.24,428,19.04,24220,0.34,250,3.07,,
5690,파미셀 ,19400,-750,-3.72,73,265.75,859,22.58,0,0,,
5710,대원산업 ,5940,80,1.37,1950,3.05,15540,0.38,125,2.1,,
5720,넥센 ,4220,100,2.43,1055,4,18028,0.23,80,1.9,,
5725,넥센우 ,3095,55,1.81,,,,,85,2.75,,
5740,크라운해태홀딩스 ,9030,10,0.11,,,17087,0.53,100,1.11,,
5745,크라운해태홀딩스우 ,16250,700,4.5,,,,,105,0.65,,
5750,대림B&Co ,5600,90,1.63,132,42.42,9607,0.58,130,2.32,,
5800,신영와코루 ,103500,3000,2.99,4238,24.42,343727,0.3,1500,1.45,,
5810,풍산홀딩스 ,27700,200,0.73,3696,7.49,90941,0.3,1400,5.05,,
5820,원림 ,19050,150,0.79,1514,12.58,41154,0.46,250,1.31,,
5830,DB손해보험 ,48200,1000,2.12,5966,8.08,84026,0.57,1500,3.11,,
5850,에스엘 ,15100,500,3.42,1979,7.63,28224,0.54,400,2.65,,
5860,한일사료 ,1845,0,0,,,1568,1.18,25,1.36,,
5870,휴니드 ,5920,50,0.85,589,10.05,8207,0.72,0,0,,
5880,대한해운 ,2340,60,2.63,374,6.26,3394,0.69,0,0,,
5930,삼성전자 ,61300,1100,1.83,3166,19.36,37528,1.63,1416,2.31,,
5935,삼성전자우 ,56900,1400,2.52,,,,,1417,2.49,,
5940,NH투자증권 ,10650,400,3.9,1585,6.72,17934,0.59,500,4.69,,
5945,NH투자증권우 ,8750,120,1.39,,,,,550,6.29,,
5950,이수화학 ,13750,300,2.23,,,18013,0.76,400,2.91,,
5960,동부건설 ,12200,350,2.95,2814,4.34,19059,0.64,700,5.74,,
5965,동부건설우 ,26950,0,0,,,,,750,2.78,,
5990,매일홀딩스 ,8150,30,0.37,1728,4.72,21233,0.38,140,1.72,,
6040,동원산업 ,208000,-3000,-1.42,12635,16.46,282744,0.74,2000,0.96,,
6050,국영지앤엠 ,3195,-210,-6.17,32,99.84,1514,2.11,15,0.47,,
6060,화승인더 ,7730,160,2.11,1092,7.08,5972,1.29,45,0.58,,
6090,사조오양 ,9250,230,2.55,1402,6.6,17782,0.52,100,1.08,,
6110,삼아알미늄 ,9310,-480,-4.9,450,20.69,9893,0.94,110,1.18,,
6120,SK디스커버리 ,67100,-3100,-4.42,8846,7.59,82498,0.81,700,1.04,,
6125,SK디스커버리우 ,55500,-2900,-4.97,,,,,750,1.35,,
6140,피제이전자 ,6150,-20,-0.32,326,18.87,7136,0.86,140,2.28,,
6200,한국전자홀딩스 ,828,0,0,,,2289,0.36,0,0,,
6220,제주은행 ,3455,105,3.13,796,4.34,15491,0.22,100,2.89,,
6260,LS ,58800,-900,-1.51,912,64.47,98330,0.6,1450,2.47,,
6280,녹십자 ,372000,-33500,-8.26,,,89738,4.15,1000,0.27,,
6340,대원전선 ,981,8,0.82,,,1136,0.86,0,0,,
6345,대원전선우 ,3775,-25,-0.66,,,,,0,0,,
6360,GS건설 ,31100,1200,4.01,5590,5.56,49623,0.63,1000,3.22,,
6370,대구백화점 ,9570,90,0.95,,,25376,0.38,100,1.04,,
6380,카프로 ,3285,35,1.08,,,4613,0.71,0,0,,
6390,한일현대시멘트 ,25450,100,0.39,2458,10.35,12164,2.09,1000,3.93,,
6400,삼성SDI ,512000,-21000,-3.94,5331,96.04,175114,2.92,1000,0.2,,
6405,삼성SDI우 ,273500,-10500,-3.7,,,,,1050,0.38,,
6490,인스코비 ,2335,-45,-1.89,,,260,8.98,0,0,,
6570,대림통상 ,4140,-35,-0.84,,,6005,0.69,140,3.38,,
6580,대양제지 ,2840,30,1.07,1070,2.65,5010,0.57,40,1.41,,
6620,동구바이오제약 ,22150,-450,-1.99,1585,13.97,8918,2.48,100,0.45,,
6650,대한유화 ,229000,6000,2.69,17218,13.3,273632,0.84,2500,1.09,,
6660,삼성공조 ,6500,90,1.4,593,10.96,26712,0.24,60,0.92,,
6730,서부T&D ,6640,-20,-0.3,1,6640,11574,0.57,0,0,,
