종목코드,종목명,종가,대비,등락률,EPS,PER,BPS,PBR,주당배당금,배당수익률,,2019
02826K,삼성물산우B ,74100,-300,-0.4,,,,,2050,2.77,,
03473K,SK우 ,155500,0,0,,,,,5050,3.25,,
08537M,루트로닉3우C ,12750,-550,-4.14,,,,,0,0,,
18064K,한진칼우 ,38000,-1050,-2.69,,,,,325,0.86,,
26490K,크라운제과우 ,7770,-50,-0.64,,,,,252,3.24,,
28513K,SK케미칼우 ,22250,350,1.6,,,,,450,2.02,,
33626K,두산퓨얼셀1우 ,4725,30,0.64,,,,,0,0,,
33626L,두산퓨얼셀2우B ,10400,0,0,,,,,0,0,,
33637K,두산솔루스1우 ,7940,440,5.87,,,,,0,0,,
33637L,두산솔루스2우B ,19850,-1000,-4.8,,,,,0,0,,
