20,동화약품 ,14050,150,1.08,1033,13.6,11860,1.18,180
60,메리츠화재 ,28950,100,0.35,3856,7.51,22175,1.31,1280
880,한화 ,32000,-50,-0.16,2831,11.3,46059,0.69,700
990,DB하이텍 ,67500,100,0.15,3822,17.66,17851,3.78,350
1460,BYC ,435000,-5500,-1.25,21904,19.86,538911,0.81,1100
1500,현대차증권 ,12850,-50,-0.39,2739,4.69,27500,0.47,675
1630,종근당홀딩스 ,79400,100,0.13,15711,5.05,107821,0.74,1400
1680,대상 ,23650,50,0.21,3473,6.81,30083,0.79,700
1880,DL건설 ,27500,-250,-0.9,7953,3.46,34403,0.8,550
2170,삼양통상 ,59600,0,0,17515,3.4,125195,0.48,1250
2270,롯데푸드 ,361000,-5000,-1.37,77191,4.68,672512,0.54,12000
2700,신일전자 ,1960,0,0,115,17.04,1059,1.85,20
2840,미원상사 ,205500,-1000,-0.48,10369,19.82,53838,3.82,700
3230,삼양식품 ,80200,-600,-0.74,8922,8.99,45470,1.76,800
3310,대주산업 ,2270,-10,-0.44,98,23.16,1530,1.48,35
3540,대신증권 ,20150,100,0.5,2119,9.51,23605,0.85,1200
3550,LG ,84600,-3500,-3.97,8338,10.15,115188,0.73,2500
4310,현대약품 ,5500,-130,-2.31,80,68.75,2817,1.95,43
4690,삼천리 ,88900,300,0.34,9248,9.61,317378,0.28,3000
4890,동일산업 ,141500,500,0.35,3700,38.24,148639,0.95,1800
5500,삼진제약 ,25500,50,0.2,2266,11.25,15357,1.66,800
6060,화승인더 ,6400,-60,-0.93,698,9.17,6374,1,188
6090,사조오양 ,9450,-200,-2.07,1959,4.82,19611,0.48,150
6740,영풍제지 ,7000,30,0.43,483,14.49,5692,1.23,40
8420,문배철강 ,3925,70,1.82,440,8.92,5808,0.68,50
8490,서흥 ,42300,-1500,-3.42,4766,8.88,29221,1.45,450
9180,한솔로지스틱스 ,4255,5,0.12,316,13.47,1989,2.14,50
10050,우리종금 ,1040,-5,-0.48,89,11.69,605,1.72,10
12690,모나리자 ,3925,-45,-1.13,217,18.09,1947,2.02,75
14570,고려제약 ,8690,-40,-0.46,677,12.84,6443,1.35,150
14680,한솔케미칼 ,316500,15500,5.15,11067,28.6,48977,6.46,1800
16360,삼성증권 ,47800,0,0,5686,8.41,59542,0.8,2200
17040,광명전기 ,2700,-40,-1.46,108,25,2362,1.14,15
17890,한국알콜 ,12400,-50,-0.4,2478,5,17265,0.72,100
18670,SK가스 ,122500,-1500,-1.21,29674,4.13,205706,0.6,4000
19010,베뉴지 ,2100,30,1.45,216,9.72,5453,0.39,30
19990,에너토크 ,13150,-700,-5.05,47,279.79,4162,3.16,50
21080,에이티넘인베스트 ,5270,250,4.98,305,17.28,1915,2.75,100
21320,KCC건설 ,9040,-210,-2.27,1806,5.01,18717,0.48,180
23410,유진기업 ,5100,-10,-0.2,692,7.37,10357,0.49,170
23590,다우기술 ,24250,-500,-2.02,6370,3.81,35388,0.69,500
24090,디씨엠 ,26750,1750,7,2166,12.35,16153,1.66,500
25530,SJM홀딩스 ,3550,-25,-0.7,221,16.06,9852,0.36,100
25750,한솔홈데코 ,1770,-20,-1.12,7,252.86,1918,0.92,0
25820,이구산업 ,3595,-80,-2.18,57,63.07,3058,1.18,30
25860,남해화학 ,12300,-350,-2.77,522,23.56,9117,1.35,80
27970,세하 ,1715,0,0,322,5.33,1525,1.12,0
30210,KTB투자증권 ,6250,0,0,1162,5.38,8631,0.72,150
30610,교보증권 ,8840,70,0.8,2091,4.23,19540,0.45,450
31430,신세계인터내셔날 ,151000,-2500,-1.63,7131,21.18,89514,1.69,1100
32190,다우데이타 ,15200,-300,-1.94,2510,6.06,19566,0.78,250
33290,코웰패션 ,8150,-10,-0.12,697,11.69,3233,2.52,120
35900,JYP Ent. ,54700,-700,-1.26,892,61.32,5146,10.63,154
36540,SFA반도체 ,7210,-70,-0.96,102,70.69,2023,3.56,0
