20,동화약품 ,13800,-100,-0.72,1033,13.36,11860,1.16,180
60,메리츠화재 ,29650,300,1.02,3856,7.69,22175,1.34,1280
880,한화 ,32600,-300,-0.91,2831,11.52,46059,0.71,700
990,DB하이텍 ,77800,1200,1.57,3822,20.36,17851,4.36,350
1460,BYC ,433000,-1000,-0.23,21904,19.77,538911,0.8,1100
1500,현대차증권 ,12850,0,0,2739,4.69,27500,0.47,675
1630,종근당홀딩스 ,78000,-400,-0.51,15711,4.96,107821,0.72,1400
1680,대상 ,23550,-250,-1.05,3473,6.78,30083,0.78,700
1880,DL건설 ,27500,-150,-0.54,7953,3.46,34403,0.8,550
2170,삼양통상 ,59700,-100,-0.17,17515,3.41,125195,0.48,1250
2270,롯데푸드 ,353000,-3000,-0.84,77191,4.57,672512,0.52,12000
2700,신일전자 ,2095,95,4.75,115,18.22,1059,1.98,20
2840,미원상사 ,205000,500,0.24,10369,19.77,53838,3.81,700
3230,삼양식품 ,80200,-600,-0.74,8922,8.99,45470,1.76,800
3310,대주산업 ,2140,-5,-0.23,98,21.84,1530,1.4,35
3540,대신증권 ,19950,50,0.25,2119,9.41,23605,0.85,1200
3550,LG ,85600,-2200,-2.51,8338,10.27,115188,0.74,2500
4310,현대약품 ,5420,-30,-0.55,80,67.75,2817,1.92,43
4690,삼천리 ,88600,200,0.23,9248,9.58,317378,0.28,3000
4890,동일산업 ,139500,-500,-0.36,3700,37.7,148639,0.94,1800
5500,삼진제약 ,26150,-200,-0.76,2266,11.54,15357,1.7,800
6060,화승인더 ,6390,-20,-0.31,698,9.15,6374,1,188
6090,사조오양 ,9100,-90,-0.98,1959,4.65,19611,0.46,150
6740,영풍제지 ,7040,-190,-2.63,483,14.58,5692,1.24,40
8420,문배철강 ,4260,280,7.04,440,9.68,5808,0.73,50
8490,서흥 ,42250,50,0.12,4766,8.86,29221,1.45,450
9180,한솔로지스틱스 ,4285,-50,-1.15,316,13.56,1989,2.15,50
10050,우리종금 ,988,-7,-0.7,89,11.1,605,1.63,10
12690,모나리자 ,3985,25,0.63,217,18.36,1947,2.05,75
14570,고려제약 ,8700,0,0,677,12.85,6443,1.35,150
14680,한솔케미칼 ,315000,-4500,-1.41,11067,28.46,48977,6.43,1800
