20,동화약품 ,14500,-50,-0.34,1033,14.04,11860,1.22,180
60,메리츠화재 ,29700,500,1.71,3856,7.7,22175,1.34,1280
880,한화 ,32000,-300,-0.93,2831,11.3,46059,0.69,700
990,DB하이텍 ,66000,1200,1.85,3822,17.27,17851,3.7,350
1460,BYC ,444000,5500,1.25,21904,20.27,538911,0.82,1100
1500,현대차증권 ,13000,50,0.39,2739,4.75,27500,0.47,675
1630,종근당홀딩스 ,80700,-600,-0.74,15711,5.14,107821,0.75,1400
1680,대상 ,24000,-250,-1.03,3473,6.91,30083,0.8,700
1880,DL건설 ,28150,-250,-0.88,7953,3.54,34403,0.82,550
2170,삼양통상 ,60700,-1700,-2.72,17515,3.47,125195,0.48,1250
2270,롯데푸드 ,369000,-2000,-0.54,77191,4.78,672512,0.55,12000
2700,신일전자 ,1980,0,0,115,17.22,1059,1.87,20
2840,미원상사 ,208000,0,0,10369,20.06,53838,3.86,700
3230,삼양식품 ,80800,200,0.25,8922,9.06,45470,1.78,800
3310,대주산업 ,2215,-70,-3.06,98,22.6,1530,1.45,35
3540,대신증권 ,20150,-250,-1.23,2119,9.51,23605,0.85,1200
3550,LG ,89700,-600,-0.66,8338,10.76,115188,0.78,2500
4310,현대약품 ,5650,40,0.71,80,70.63,2817,2.01,43
4690,삼천리 ,90000,-1200,-1.32,9248,9.73,317378,0.28,3000
4890,동일산업 ,146500,-500,-0.34,3700,39.59,148639,0.99,1800
5500,삼진제약 ,26500,850,3.31,2266,11.69,15357,1.73,800
6060,화승인더 ,6540,-120,-1.8,698,9.37,6374,1.03,188
6090,사조오양 ,9760,90,0.93,1959,4.98,19611,0.5,150
6740,영풍제지 ,6990,-30,-0.43,483,14.47,5692,1.23,40
8420,문배철강 ,3935,-55,-1.38,440,8.94,5808,0.68,50
8490,서흥 ,44800,-300,-0.67,4766,9.4,29221,1.53,450
9180,한솔로지스틱스 ,4400,-55,-1.23,316,13.92,1989,2.21,50
10050,우리종금 ,1030,25,2.49,89,11.57,605,1.7,10
12690,모나리자 ,4035,-75,-1.82,217,18.59,1947,2.07,75
14570,고려제약 ,8810,-50,-0.56,677,13.01,6443,1.37,150
14680,한솔케미칼 ,308000,-9500,-2.99,11067,27.83,48977,6.29,1800
16360,삼성증권 ,48700,300,0.62,5686,8.56,59542,0.82,2200
17040,광명전기 ,2805,5,0.18,108,25.97,2362,1.19,15
17890,한국알콜 ,12850,-450,-3.38,2478,5.19,17265,0.74,100
18670,SK가스 ,127000,-2000,-1.55,29674,4.28,205706,0.62,4000
19010,베뉴지 ,2115,-5,-0.24,216,9.79,5453,0.39,30
19990,에너토크 ,14000,0,0,47,297.87,4162,3.36,50
21080,에이티넘인베스트 ,4990,-170,-3.29,305,16.36,1915,2.61,100
21320,KCC건설 ,9450,-110,-1.15,1806,5.23,18717,0.5,180
23410,유진기업 ,5200,160,3.17,692,7.51,10357,0.5,170
23590,다우기술 ,24100,100,0.42,6370,3.78,35388,0.68,500
24090,디씨엠 ,24300,350,1.46,2166,11.22,16153,1.5,500
25530,SJM홀딩스 ,3670,30,0.82,221,16.61,9852,0.37,100
25750,한솔홈데코 ,1815,-30,-1.63,7,259.29,1918,0.95,0
25820,이구산업 ,3820,-10,-0.26,57,67.02,3058,1.25,30
25860,남해화학 ,12850,150,1.18,522,24.62,9117,1.41,80
27970,세하 ,1780,-5,-0.28,322,5.53,1525,1.17,0
30210,KTB투자증권 ,6420,30,0.47,1162,5.52,8631,0.74,150
30610,교보증권 ,8870,200,2.31,2091,4.24,19540,0.45,450
31430,신세계인터내셔날 ,157500,2000,1.29,7131,22.09,89514,1.76,1100
32190,다우데이타 ,14600,100,0.69,2510,5.82,19566,0.75,250
33290,코웰패션 ,8300,-110,-1.31,697,11.91,3233,2.57,120
35900,JYP Ent. ,54000,700,1.31,892,60.54,5146,10.49,154
36540,SFA반도체 ,7230,0,0,102,70.88,2023,3.57,0
36570,엔씨소프트 ,705000,45000,6.82,28504,24.73,143098,4.93,8550
36670,KCI ,9030,490,5.74,987,9.15,6617,1.36,200
36810,에프에스티 ,25100,-400,-1.57,1026,24.46,6473,3.88,100
39030,이오테크닉스 ,108500,0,0,1744,62.21,32818,3.31,300
39290,인포뱅크 ,10100,0,0,175,57.71,6171,1.64,10
39420,케이엘넷 ,4290,15,0.35,200,21.45,1629,2.63,60
39830,오로라 ,10100,-200,-1.94,781,12.93,10226,0.99,100
39840,디오 ,36500,-50,-0.14,759,48.09,10330,3.53,0
41920,메디아나 ,5160,-130,-2.46,710,7.27,4274,1.21,50
42500,링네트 ,6360,-180,-2.75,598,10.64,4476,1.42,0
45100,한양이엔지 ,15650,-250,-1.57,2766,5.66,20421,0.77,500
45390,대아티아이 ,6100,80,1.33,99,61.62,1437,4.24,20
45520,크린앤사이언스 ,19700,-200,-1.01,2182,9.03,8200,2.4,500
49720,고려신용정보 ,9110,-570,-5.89,740,12.31,2041,4.46,275
49830,승일 ,15950,-550,-3.33,136,117.28,23032,0.69,85
53270,구영테크 ,3420,5,0.15,29,117.93,2633,1.3,30
53300,한국정보인증 ,6430,-50,-0.77,313,20.54,2911,2.21,100
53620,태양 ,9170,-10,-0.11,881,10.41,19081,0.48,150
53690,한미글로벌 ,11750,600,5.38,974,12.06,10889,1.08,300
56360,코위버 ,7640,-120,-1.55,599,12.75,12442,0.61,80
58630,엠게임 ,12400,650,5.53,354,35.03,2374,5.22,0
60250,NHN한국사이버결제 ,59000,-600,-1.01,1291,45.7,6289,9.38,0
61970,엘비세미콘 ,13000,0,0,618,21.04,3977,3.27,50
65710,서호전기 ,20700,-200,-0.96,1319,15.69,14273,1.45,1000
67160,아프리카TV ,235600,12200,5.46,3365,70.01,12758,18.47,650
67900,와이엔텍 ,11350,-350,-2.99,1203,9.43,8637,1.31,0
67920,이글루시큐리티 ,7370,-60,-0.81,526,14.01,4533,1.63,160
68270,셀트리온 ,229000,-4000,-1.72,3756,60.97,24262,9.44,0
68760,셀트리온제약 ,135600,-1800,-1.31,574,236.24,8230,16.48,0
68930,디지털대성 ,9290,-80,-0.85,445,20.88,3790,2.45,300
69080,웹젠 ,30750,-150,-0.49,2802,10.97,12300,2.5,0
69260,휴켐스 ,23650,-200,-0.84,1292,18.3,16351,1.45,1000
71050,한국금융지주 ,89700,1100,1.24,14780,6.07,91124,0.98,3000
71200,인피니트헬스케어 ,7060,50,0.71,274,25.77,3737,1.89,0
71460,위니아딤채 ,3770,10,0.27,348,10.83,2186,1.72,0
71670,에이테크솔루션 ,13550,-300,-2.17,285,47.54,7188,1.89,0
81150,티플랙스 ,4840,-85,-1.73,156,31.03,4176,1.16,25
81660,휠라홀딩스 ,37950,0,0,2306,16.46,21274,1.78,185
83310,엘오티베큠 ,14100,0,0,253,55.73,9666,1.46,50
83420,그린케미칼 ,10000,0,0,442,22.62,4718,2.12,210
85620,미래에셋생명 ,4290,160,3.87,482,8.9,11532,0.37,100
86390,유니테스트 ,31300,-100,-0.32,82,381.71,7301,4.29,0
89600,나스미디어 ,35800,-200,-0.56,2457,14.57,17385,2.06,800
90350,노루페인트 ,11950,0,0,879,13.59,16315,0.73,275
92730,네오팜 ,25800,-350,-1.34,2318,11.13,14343,1.8,650
93320,케이아이엔엑스 ,59000,4100,7.47,3156,18.69,22393,2.63,500
93920,서원인텍 ,6700,380,6.01,900,7.44,9238,0.73,350
94820,일진파워 ,19600,0,0,724,27.07,6660,2.94,300
94940,푸른기술 ,11100,150,1.37,128,86.72,3547,3.13,0
95610,테스 ,27300,0,0,1580,17.28,11964,2.28,450
102710,이엔에프테크놀로지 ,28650,-50,-0.17,3332,8.6,21710,1.32,150
103140,풍산 ,32400,-400,-1.22,2567,12.62,51539,0.63,600
104830,원익머트리얼즈 ,31850,-500,-1.55,2628,12.12,26857,1.19,200
115500,케이씨에스 ,7230,140,1.97,172,42.03,1749,4.13,220
119860,다나와 ,29050,-200,-0.68,2387,12.17,10461,2.78,600
122450,KMH ,8970,500,5.9,718,12.49,5865,1.53,0
123570,이엠넷 ,6600,-10,-0.15,320,20.63,2807,2.35,50
126640,화신정공 ,2005,-60,-2.91,138,14.53,2357,0.85,30
131090,시큐브 ,1335,5,0.38,65,20.54,800,1.67,15
131390,원익피앤이 ,29600,-1800,-5.73,1262,23.45,7095,4.17,0
136540,윈스 ,15950,100,0.63,1663,9.59,10420,1.53,400
140860,파크시스템스 ,135900,600,0.44,1498,90.72,7960,17.07,180
166090,하나머티리얼즈 ,53900,-200,-0.37,1960,27.5,9582,5.63,300
183300,코미코 ,74100,-3300,-4.26,2473,29.96,16223,4.57,350
189860,서전기전 ,8750,-260,-2.89,262,33.4,4125,2.12,30
192080,더블유게임즈 ,68000,-100,-0.15,6634,10.25,36923,1.84,350
192390,윈하이텍 ,4700,-150,-3.09,83,56.63,4949,0.95,0
210980,SK디앤디 ,30400,-550,-1.78,2505,12.14,21678,1.4,600
214450,파마리서치 ,79800,300,0.38,3447,23.15,24505,3.26,500
220630,맘스터치 ,4690,-130,-2.7,244,19.22,776,6.04,30
238490,힘스 ,9470,-40,-0.42,1522,6.22,6872,1.38,150
239610,에이치엘사이언스 ,34200,-850,-2.43,3735,9.16,17778,1.92,400
241590,화승엔터프라이즈 ,17750,300,1.72,662,26.81,8554,2.08,45
243840,신흥에스이씨 ,61300,-4700,-7.12,2689,22.8,18613,3.29,300
251270,넷마블 ,135000,3500,2.66,3827,35.28,62986,2.14,767
259630,엠플러스 ,12550,-450,-3.46,556,22.57,5221,2.4,100
263720,디앤씨미디어 ,42400,3350,8.58,890,47.64,4239,10,0
